quiet,active,jailed,,,,,,"{
	""initialCopDensity"":0.04,
	""initialAgentDensity"":0.95,
	""vision"":7,
	""govermentLegitimacy"":0.82,
	""maxJailTerm"":30,
	""movement"":true,
	""extention1"":false,
	""tickTime"":1000
}",,,,
965,12,543,,,,,,,,,,
1016,0,504,,,,,,,,,,
1048,3,469,,,,,,,,,,
1034,25,461,,,,,,,,,,
1016,51,453,,,,,,,,,,
987,90,443,,,,,,,,,,
928,124,468,,,,,,,,,,
896,133,491,,,,,,,,,,
850,156,514,,,,,,,,,,
872,121,527,,,,,,,,,,
881,104,535,,,,,,,,,,
882,78,560,,,,,,,,,,
895,52,573,,,,,,,,,,
920,27,573,,,,,,,,,,
941,19,560,,,,,,,,,,
979,8,533,,,,,,,,,,
1011,1,508,,,,,,,,,,
1044,1,475,,,,,,,,,,
1068,0,452,,,,,,,,,,
1091,0,429,,,,,,,,,,
1103,9,408,,,,,,,,,,
1096,28,396,,,,,,,,,,
1063,52,405,,,,,,,,,,
1029,79,412,,,,,,,,,,
965,123,432,,,,,,,,,,
856,194,470,,,,,,,,,,
847,176,497,,,,,,,,,,
851,143,526,,,,,,,,,,
867,103,550,,,,,,,,,,
892,80,548,,,,,,,,,,
906,58,556,,,,,,,,,,
924,44,552,,,,,,,,,,
949,25,546,,,,,,,,,,
968,12,540,,,,,,,,,,
1012,0,508,,,,,,,,,,
1049,1,470,,,,,,,,,,
1075,2,443,,,,,,,,,,
1106,0,414,,,,,,,,,,
1102,19,399,,,,,,,,,,
1091,32,397,,,,,,,,,,
1038,65,417,,,,,,,,,,
916,157,447,,,,,,,,,,
863,176,481,,,,,,,,,,
866,151,503,,,,,,,,,,
872,120,528,,,,,,,,,,
881,89,550,,,,,,,,,,
885,65,570,,,,,,,,,,
883,63,574,,,,,,,,,,
882,38,600,,,,,,,,,,
911,22,587,,,,,,,,,,
961,2,557,,,,,,,,,,
1014,0,506,,,,,,,,,,
1029,7,484,,,,,,,,,,
1034,21,465,,,,,,,,,,
1017,39,464,,,,,,,,,,
981,61,478,,,,,,,,,,
959,61,500,,,,,,,,,,
925,77,518,,,,,,,,,,
881,104,535,,,,,,,,,,
863,96,561,,,,,,,,,,
869,78,573,,,,,,,,,,
903,46,571,,,,,,,,,,
930,24,566,,,,,,,,,,
935,17,568,,,,,,,,,,
966,1,553,,,,,,,,,,
970,15,535,,,,,,,,,,
993,14,513,,,,,,,,,,
1009,4,507,,,,,,,,,,
1052,0,468,,,,,,,,,,
1098,0,422,,,,,,,,,,
1122,0,398,,,,,,,,,,
1134,3,383,,,,,,,,,,
1090,49,381,,,,,,,,,,
962,158,400,,,,,,,,,,
876,223,421,,,,,,,,,,
844,221,455,,,,,,,,,,
843,190,487,,,,,,,,,,
845,156,519,,,,,,,,,,
852,118,550,,,,,,,,,,
847,92,581,,,,,,,,,,
856,53,611,,,,,,,,,,
886,20,614,,,,,,,,,,
919,4,597,,,,,,,,,,
941,7,572,,,,,,,,,,
979,0,541,,,,,,,,,,
1014,0,506,,,,,,,,,,
1029,10,481,,,,,,,,,,
1038,26,456,,,,,,,,,,
1039,30,451,,,,,,,,,,
1041,31,448,,,,,,,,,,
975,81,464,,,,,,,,,,
893,148,479,,,,,,,,,,
878,129,513,,,,,,,,,,
890,93,537,,,,,,,,,,
904,55,561,,,,,,,,,,
939,31,550,,,,,,,,,,
952,33,535,,,,,,,,,,
939,46,535,,,,,,,,,,
925,65,530,,,,,,,,,,
925,67,528,,,,,,,,,,
919,74,527,,,,,,,,,,
925,59,536,,,,,,,,,,
957,35,528,,,,,,,,,,
997,16,507,,,,,,,,,,
1027,7,486,,,,,,,,,,
1044,8,468,,,,,,,,,,
1078,1,441,,,,,,,,,,
1119,0,401,,,,,,,,,,
1145,0,375,,,,,,,,,,
1179,1,340,,,,,,,,,,
1184,9,327,,,,,,,,,,
1084,108,328,,,,,,,,,,
971,204,345,,,,,,,,,,
891,241,388,,,,,,,,,,
844,247,429,,,,,,,,,,
843,218,459,,,,,,,,,,
846,187,487,,,,,,,,,,
857,151,512,,,,,,,,,,
865,127,528,,,,,,,,,,
884,93,543,,,,,,,,,,
904,75,541,,,,,,,,,,
919,59,542,,,,,,,,,,
921,46,553,,,,,,,,,,
927,42,551,,,,,,,,,,
914,38,568,,,,,,,,,,
937,22,561,,,,,,,,,,
962,10,548,,,,,,,,,,
1000,3,517,,,,,,,,,,
1015,8,497,,,,,,,,,,
1027,12,481,,,,,,,,,,
1042,14,464,,,,,,,,,,
1061,5,454,,,,,,,,,,
1091,0,429,,,,,,,,,,
1121,0,399,,,,,,,,,,
1154,0,366,,,,,,,,,,
1155,14,351,,,,,,,,,,
1146,27,347,,,,,,,,,,
1141,24,355,,,,,,,,,,
1117,50,353,,,,,,,,,,
963,176,381,,,,,,,,,,
870,248,402,,,,,,,,,,
866,237,417,,,,,,,,,,
857,210,453,,,,,,,,,,
855,175,490,,,,,,,,,,
855,150,515,,,,,,,,,,
855,134,531,,,,,,,,,,
853,102,565,,,,,,,,,,
861,74,585,,,,,,,,,,
879,41,600,,,,,,,,,,
913,19,588,,,,,,,,,,
971,0,549,,,,,,,,,,
1002,0,518,,,,,,,,,,
1032,2,486,,,,,,,,,,
1033,15,472,,,,,,,,,,
1015,31,474,,,,,,,,,,
961,68,491,,,,,,,,,,
909,92,519,,,,,,,,,,
879,94,547,,,,,,,,,,
870,76,574,,,,,,,,,,
903,34,583,,,,,,,,,,
936,10,574,,,,,,,,,,
981,1,538,,,,,,,,,,
1005,2,513,,,,,,,,,,
1030,2,488,,,,,,,,,,
1033,16,471,,,,,,,,,,
1048,20,452,,,,,,,,,,
1055,33,432,,,,,,,,,,
1000,87,433,,,,,,,,,,
907,161,452,,,,,,,,,,
851,197,472,,,,,,,,,,
851,170,499,,,,,,,,,,
854,145,521,,,,,,,,,,
859,122,539,,,,,,,,,,
864,110,546,,,,,,,,,,
