quiet,active,jailed,,,,,,,,,,,
718,43,359,,,,,,,,,,,
728,28,364,,,,,,,,,,,
736,21,363,,,,,,,,,,,
755,19,346,,,,,,,,,,,
771,13,336,,,,,,,,,,,
765,21,334,,,,,,,,,,,
752,25,343,,,,,,,,,,,
735,38,347,,,,,,,,,,,
733,34,353,,,,,,,,,,,
732,30,358,,,,,,,,,,,
735,17,368,,,,,,,,,,,
743,15,362,,,,,,,,,,,
763,8,349,,,,,,,,,,,
780,5,335,,,,,,,,,,,
795,3,322,,,,,,,,,,,
809,13,298,,,,,,,,,,,
799,30,291,,,,,,,,,,,
787,35,298,,,,,,,,,,,
787,29,304,,,,,,,,,,,
792,24,304,,,,,,,,,,,
786,27,307,,,,,,,,,,,
772,31,317,,,,,,,,,,,
747,29,344,,,,,,,,,,,
734,46,340,,,,,,,,,,,
730,48,342,,,,,,,,,,,
708,59,353,,,,,,,,,,,
688,53,379,,,,,,,,,,,
688,38,394,,,,,,,,,,,
713,12,395,,,,,,,,,,,
736,4,380,,,,,,,,,,,
750,2,368,,,,,,,,,,,
753,6,361,,,,,,,,,,,
752,12,356,,,,,,,,,,,
748,24,348,,,,,,,,,,,
751,23,346,,,,,,,,,,,
761,14,345,,,,,,,,,,,
773,14,333,,,,,,,,,,,
787,12,321,,,,,,,,,,,
737,64,319,,,,,,,,,,,
744,51,325,,,,,,,,,,,
736,40,344,,,,,,,,,,,
740,19,361,,,,,,,,,,,
753,16,351,,,,,,,,,,,
752,17,351,,,,,,,,,,,
746,18,356,,,,,,,,,,,
752,15,353,,,,,,,,,,,
775,2,343,,,,,,,,,,,
801,2,317,,,,,,,,,,,
815,1,304,,,,,,,,,,,
839,5,276,,,,,,,,,,,
856,5,259,,,,,,,,,,,
877,2,241,,,,,,,,,,,
879,12,229,,,,,,,,,,,
883,11,226,,,,,,,,,,,
870,20,230,,,,,,,,,,,
870,14,236,,,,,,,,,,,
837,28,255,,,,,,,,,,,
788,51,281,,,,,,,,,,,
759,62,299,,,,,,,,,,,
722,74,324,,,,,,,,,,,
701,73,346,,,,,,,,,,,
716,47,357,,,,,,,,,,,
739,27,354,,,,,,,,,,,
740,20,360,,,,,,,,,,,
754,16,350,,,,,,,,,,,
758,22,340,,,,,,,,,,,
743,36,341,,,,,,,,,,,
734,35,351,,,,,,,,,,,
745,22,353,,,,,,,,,,,
741,20,359,,,,,,,,,,,
746,10,364,,,,,,,,,,,
751,9,360,,,,,,,,,,,
748,17,355,,,,,,,,,,,
741,22,357,,,,,,,,,,,
717,40,363,,,,,,,,,,,
701,48,371,,,,,,,,,,,
711,25,384,,,,,,,,,,,
736,11,373,,,,,,,,,,,
737,19,364,,,,,,,,,,,
745,18,357,,,,,,,,,,,
755,14,351,,,,,,,,,,,
773,12,335,,,,,,,,,,,
787,6,327,,,,,,,,,,,
806,2,312,,,,,,,,,,,
829,0,291,,,,,,,,,,,
826,14,280,,,,,,,,,,,
849,6,265,,,,,,,,,,,
857,4,259,,,,,,,,,,,
834,31,255,,,,,,,,,,,
844,21,255,,,,,,,,,,,
854,16,250,,,,,,,,,,,
827,37,256,,,,,,,,,,,
803,49,268,,,,,,,,,,,
798,50,272,,,,,,,,,,,
773,63,284,,,,,,,,,,,
734,94,292,,,,,,,,,,,
702,100,318,,,,,,,,,,,
708,81,331,,,,,,,,,,,
709,54,357,,,,,,,,,,,
730,28,362,,,,,,,,,,,
754,14,352,,,,,,,,,,,
767,6,347,,,,,,,,,,,
789,2,329,,,,,,,,,,,
785,13,322,,,,,,,,,,,
800,11,309,,,,,,,,,,,
771,30,319,,,,,,,,,,,
729,60,331,,,,,,,,,,,
730,42,348,,,,,,,,,,,
741,19,360,,,,,,,,,,,
739,15,366,,,,,,,,,,,
722,29,369,,,,,,,,,,,
703,36,381,,,,,,,,,,,
700,30,390,,,,,,,,,,,
707,24,389,,,,,,,,,,,
720,11,389,,,,,,,,,,,
749,4,367,,,,,,,,,,,
760,5,355,,,,,,,,,,,
762,9,349,,,,,,,,,,,
767,7,346,,,,,,,,,,,
753,25,342,,,,,,,,,,,
751,28,341,,,,,,,,,,,
749,28,343,,,,,,,,,,,
739,24,357,,,,,,,,,,,
739,23,358,,,,,,,,,,,
752,14,354,,,,,,,,,,,
758,13,349,,,,,,,,,,,
778,9,333,,,,,,,,,,,
801,6,313,,,,,,,,,,,
819,1,300,,,,,,,,,,,
797,29,294,,,,,,,,,,,
749,60,311,,,,,,,,,,,
724,55,341,,,,,,,,,,,
736,27,357,,,,,,,,,,,
747,21,352,,,,,,,,,,,
770,10,340,,,,,,,,,,,
791,4,325,,,,,,,,,,,
817,0,303,,,,,,,,,,,
837,0,283,,,,,,,,,,,
842,1,277,,,,,,,,,,,
860,0,260,,,,,,,,,,,
862,8,250,,,,,,,,,,,
833,33,254,,,,,,,,,,,
762,80,278,,,,,,,,,,,
696,115,309,,,,,,,,,,,
677,108,335,,,,,,,,,,,
668,96,356,,,,,,,,,,,
666,70,384,,,,,,,,,,,
680,37,403,,,,,,,,,,,
685,28,407,,,,,,,,,,,
701,13,406,,,,,,,,,,,
700,18,402,,,,,,,,,,,
703,19,398,,,,,,,,,,,
720,7,393,,,,,,,,,,,
726,6,388,,,,,,,,,,,
747,3,370,,,,,,,,,,,
764,2,354,,,,,,,,,,,
793,0,327,,,,,,,,,,,
814,0,306,,,,,,,,,,,
831,0,289,,,,,,,,,,,
855,0,265,,,,,,,,,,,
868,0,252,,,,,,,,,,,
883,4,233,,,,,,,,,,,
892,2,226,,,,,,,,,,,
906,3,211,,,,,,,,,,,
908,14,198,,,,,,,,,,,
895,31,194,,,,,,,,,,,
874,46,200,,,,,,,,,,,
825,82,213,,,,,,,,,,,
788,87,245,,,,,,,,,,,
697,154,269,,,,,,,,,,,
661,159,300,,,,,,,,,,,
661,133,326,,,,,,,,,,,
656,106,358,,,,,,,,,,,
675,75,370,,,,,,,,,,,
678,57,385,,,,,,,,,,,
674,39,407,,,,,,,,,,,
678,30,412,,,,,,,,,,,
683,24,413,,,,,,,,,,,
697,16,407,,,,,,,,,,,
705,14,401,,,,,,,,,,,
710,9,401,,,,,,,,,,,
730,4,386,,,,,,,,,,,
753,3,364,,,,,,,,,,,
760,6,354,,,,,,,,,,,
759,16,345,,,,,,,,,,,
763,20,337,,,,,,,,,,,
782,5,333,,,,,,,,,,,
803,1,316,,,,,,,,,,,
817,0,303,,,,,,,,,,,
842,0,278,,,,,,,,,,,
858,1,261,,,,,,,,,,,
873,0,247,,,,,,,,,,,
899,0,221,,,,,,,,,,,
897,16,207,,,,,,,,,,,
860,54,206,,,,,,,,,,,
826,73,221,,,,,,,,,,,
800,87,233,,,,,,,,,,,
769,95,256,,,,,,,,,,,
726,107,287,,,,,,,,,,,
665,131,324,,,,,,,,,,,
661,111,348,,,,,,,,,,,
664,87,369,,,,,,,,,,,
671,60,389,,,,,,,,,,,
687,42,391,,,,,,,,,,,
694,24,402,,,,,,,,,,,
705,8,407,,,,,,,,,,,
712,12,396,,,,,,,,,,,
713,21,386,,,,,,,,,,,
714,20,386,,,,,,,,,,,
698,24,398,,,,,,,,,,,
707,10,403,,,,,,,,,,,
709,11,400,,,,,,,,,,,
728,6,386,,,,,,,,,,,
756,0,364,,,,,,,,,,,
772,0,348,,,,,,,,,,,
789,1,330,,,,,,,,,,,
788,13,319,,,,,,,,,,,
794,13,313,,,,,,,,,,,
821,1,298,,,,,,,,,,,
835,11,274,,,,,,,,,,,
849,4,267,,,,,,,,,,,
872,0,248,,,,,,,,,,,
889,0,231,,,,,,,,,,,
920,0,200,,,,,,,,,,,
891,27,202,,,,,,,,,,,
849,50,221,,,,,,,,,,,
798,76,246,,,,,,,,,,,
742,96,282,,,,,,,,,,,
641,162,317,,,,,,,,,,,
627,144,349,,,,,,,,,,,
640,96,384,,,,,,,,,,,
648,68,404,,,,,,,,,,,
669,40,411,,,,,,,,,,,
693,13,414,,,,,,,,,,,
715,1,404,,,,,,,,,,,
732,1,387,,,,,,,,,,,
755,2,363,,,,,,,,,,,
761,8,351,,,,,,,,,,,
758,17,345,,,,,,,,,,,
766,17,337,,,,,,,,,,,
780,6,334,,,,,,,,,,,
801,0,319,,,,,,,,,,,
819,0,301,,,,,,,,,,,
819,11,290,,,,,,,,,,,
813,17,290,,,,,,,,,,,
828,10,282,,,,,,,,,,,
856,0,264,,,,,,,,,,,
861,8,251,,,,,,,,,,,
860,19,241,,,,,,,,,,,
862,16,242,,,,,,,,,,,
861,16,243,,,,,,,,,,,
820,42,258,,,,,,,,,,,
760,92,268,,,,,,,,,,,
685,148,287,,,,,,,,,,,
659,134,327,,,,,,,,,,,
653,107,360,,,,,,,,,,,
648,73,399,,,,,,,,,,,
665,41,414,,,,,,,,,,,
691,16,413,,,,,,,,,,,
705,7,408,,,,,,,,,,,
727,0,393,,,,,,,,,,,
738,0,382,,,,,,,,,,,
769,0,351,,,,,,,,,,,
788,0,332,,,,,,,,,,,
799,0,321,,,,,,,,,,,
802,6,312,,,,,,,,,,,
803,13,304,,,,,,,,,,,
794,25,301,,,,,,,,,,,
772,42,306,,,,,,,,,,,
779,39,302,,,,,,,,,,,
798,29,293,,,,,,,,,,,
808,20,292,,,,,,,,,,,
829,9,282,,,,,,,,,,,
855,4,261,,,,,,,,,,,
854,9,257,,,,,,,,,,,
857,13,250,,,,,,,,,,,
847,23,250,,,,,,,,,,,
849,27,244,,,,,,,,,,,
858,25,237,,,,,,,,,,,
878,11,231,,,,,,,,,,,
887,7,226,,,,,,,,,,,
903,4,213,,,,,,,,,,,
921,0,199,,,,,,,,,,,
929,6,185,,,,,,,,,,,
917,15,188,,,,,,,,,,,
880,50,190,,,,,,,,,,,
832,84,204,,,,,,,,,,,
805,86,229,,,,,,,,,,,
747,100,273,,,,,,,,,,,
670,140,310,,,,,,,,,,,
656,108,356,,,,,,,,,,,
666,76,378,,,,,,,,,,,
676,52,392,,,,,,,,,,,
691,23,406,,,,,,,,,,,
734,0,386,,,,,,,,,,,
747,6,367,,,,,,,,,,,
766,4,350,,,,,,,,,,,
793,0,327,,,,,,,,,,,
804,1,315,,,,,,,,,,,
805,10,305,,,,,,,,,,,
814,13,293,,,,,,,,,,,
811,25,284,,,,,,,,,,,
818,19,283,,,,,,,,,,,
819,19,282,,,,,,,,,,,
804,34,282,,,,,,,,,,,
792,35,293,,,,,,,,,,,
804,21,295,,,,,,,,,,,
830,1,289,,,,,,,,,,,
840,2,278,,,,,,,,,,,
820,17,283,,,,,,,,,,,
761,63,296,,,,,,,,,,,
727,73,320,,,,,,,,,,,
730,50,340,,,,,,,,,,,
731,35,354,,,,,,,,,,,
720,37,363,,,,,,,,,,,
716,34,370,,,,,,,,,,,
723,27,370,,,,,,,,,,,
742,17,361,,,,,,,,,,,
772,6,342,,,,,,,,,,,
795,4,321,,,,,,,,,,,
821,1,298,,,,,,,,,,,
837,2,281,,,,,,,,,,,
853,1,266,,,,,,,,,,,
854,6,260,,,,,,,,,,,
852,6,262,,,,,,,,,,,
847,15,258,,,,,,,,,,,
820,43,257,,,,,,,,,,,
752,90,278,,,,,,,,,,,
744,72,304,,,,,,,,,,,
759,47,314,,,,,,,,,,,
732,55,333,,,,,,,,,,,
706,65,349,,,,,,,,,,,
714,47,359,,,,,,,,,,,
718,40,362,,,,,,,,,,,
707,45,368,,,,,,,,,,,
704,49,367,,,,,,,,,,,
715,26,379,,,,,,,,,,,
732,1,387,,,,,,,,,,,
755,1,364,,,,,,,,,,,
775,1,344,,,,,,,,,,,
760,18,342,,,,,,,,,,,
755,14,351,,,,,,,,,,,
712,59,349,,,,,,,,,,,
716,49,355,,,,,,,,,,,
725,32,363,,,,,,,,,,,
748,15,357,,,,,,,,,,,
770,10,340,,,,,,,,,,,
778,13,329,,,,,,,,,,,
791,9,320,,,,,,,,,,,
786,19,315,,,,,,,,,,,
779,22,319,,,,,,,,,,,
746,50,324,,,,,,,,,,,
741,51,328,,,,,,,,,,,
747,38,335,,,,,,,,,,,
760,22,338,,,,,,,,,,,
759,31,330,,,,,,,,,,,
744,43,333,,,,,,,,,,,
687,85,348,,,,,,,,,,,
678,85,357,,,,,,,,,,,
676,66,378,,,,,,,,,,,
684,51,385,,,,,,,,,,,
669,48,403,,,,,,,,,,,
686,25,409,,,,,,,,,,,
710,23,387,,,,,,,,,,,
728,15,377,,,,,,,,,,,
746,15,359,,,,,,,,,,,
761,14,345,,,,,,,,,,,
786,11,323,,,,,,,,,,,
794,8,318,,,,,,,,,,,
819,3,298,,,,,,,,,,,
804,17,299,,,,,,,,,,,
779,34,307,,,,,,,,,,,
739,56,325,,,,,,,,,,,
718,58,344,,,,,,,,,,,
710,43,367,,,,,,,,,,,
699,48,373,,,,,,,,,,,
698,28,394,,,,,,,,,,,
698,37,385,,,,,,,,,,,
705,32,383,,,,,,,,,,,
707,20,393,,,,,,,,,,,
718,14,388,,,,,,,,,,,
739,7,374,,,,,,,,,,,
760,3,357,,,,,,,,,,,
786,1,333,,,,,,,,,,,
771,17,332,,,,,,,,,,,
768,25,327,,,,,,,,,,,
728,58,334,,,,,,,,,,,
724,56,340,,,,,,,,,,,
731,38,351,,,,,,,,,,,
754,18,348,,,,,,,,,,,
760,14,346,,,,,,,,,,,
764,8,348,,,,,,,,,,,
777,8,335,,,,,,,,,,,
769,26,325,,,,,,,,,,,
753,40,327,,,,,,,,,,,
759,31,330,,,,,,,,,,,
771,16,333,,,,,,,,,,,
790,8,322,,,,,,,,,,,
817,2,301,,,,,,,,,,,
836,1,283,,,,,,,,,,,
835,9,276,,,,,,,,,,,
838,11,271,,,,,,,,,,,
820,33,267,,,,,,,,,,,
761,67,292,,,,,,,,,,,
753,54,313,,,,,,,,,,,
766,31,323,,,,,,,,,,,
771,23,326,,,,,,,,,,,
789,6,325,,,,,,,,,,,
807,2,311,,,,,,,,,,,
831,0,289,,,,,,,,,,,
848,0,272,,,,,,,,,,,
866,0,254,,,,,,,,,,,
880,2,238,,,,,,,,,,,
894,0,226,,,,,,,,,,,
913,0,207,,,,,,,,,,,
925,1,194,,,,,,,,,,,
898,19,203,,,,,,,,,,,
812,81,227,,,,,,,,,,,
775,90,255,,,,,,,,,,,
742,84,294,,,,,,,,,,,
730,66,324,,,,,,,,,,,
718,53,349,,,,,,,,,,,
737,33,350,,,,,,,,,,,
757,24,339,,,,,,,,,,,
775,13,332,,,,,,,,,,,
795,3,322,,,,,,,,,,,
776,23,321,,,,,,,,,,,
746,55,319,,,,,,,,,,,
727,72,321,,,,,,,,,,,
732,53,335,,,,,,,,,,,
743,43,334,,,,,,,,,,,
744,40,336,,,,,,,,,,,
750,25,345,,,,,,,,,,,
765,11,344,,,,,,,,,,,
781,5,334,,,,,,,,,,,
798,1,321,,,,,,,,,,,
807,3,310,,,,,,,,,,,
820,1,299,,,,,,,,,,,
833,1,286,,,,,,,,,,,
835,10,275,,,,,,,,,,,
821,24,275,,,,,,,,,,,
802,35,283,,,,,,,,,,,
744,83,293,,,,,,,,,,,
705,98,317,,,,,,,,,,,
688,92,340,,,,,,,,,,,
689,65,366,,,,,,,,,,,
673,47,400,,,,,,,,,,,
687,42,391,,,,,,,,,,,
692,36,392,,,,,,,,,,,
709,19,392,,,,,,,,,,,
714,15,391,,,,,,,,,,,
716,20,384,,,,,,,,,,,
726,16,378,,,,,,,,,,,
741,17,362,,,,,,,,,,,
771,6,343,,,,,,,,,,,
795,2,323,,,,,,,,,,,
793,12,315,,,,,,,,,,,
764,39,317,,,,,,,,,,,
742,47,331,,,,,,,,,,,
723,50,347,,,,,,,,,,,
705,56,359,,,,,,,,,,,
704,33,383,,,,,,,,,,,
709,18,393,,,,,,,,,,,
719,6,395,,,,,,,,,,,
740,6,374,,,,,,,,,,,
755,9,356,,,,,,,,,,,
789,0,331,,,,,,,,,,,
806,1,313,,,,,,,,,,,
803,8,309,,,,,,,,,,,
813,15,292,,,,,,,,,,,
829,10,281,,,,,,,,,,,
856,5,259,,,,,,,,,,,
878,0,242,,,,,,,,,,,
883,8,229,,,,,,,,,,,
894,4,222,,,,,,,,,,,
892,16,212,,,,,,,,,,,
873,35,212,,,,,,,,,,,
848,47,225,,,,,,,,,,,
845,38,237,,,,,,,,,,,
834,36,250,,,,,,,,,,,
835,37,248,,,,,,,,,,,
802,56,262,,,,,,,,,,,
786,57,277,,,,,,,,,,,
723,96,301,,,,,,,,,,,
672,110,338,,,,,,,,,,,
668,90,362,,,,,,,,,,,
674,58,388,,,,,,,,,,,
683,37,400,,,,,,,,,,,
685,30,405,,,,,,,,,,,
704,13,403,,,,,,,,,,,
733,3,384,,,,,,,,,,,
749,0,371,,,,,,,,,,,
763,5,352,,,,,,,,,,,
759,12,349,,,,,,,,,,,
769,4,347,,,,,,,,,,,
789,1,330,,,,,,,,,,,
809,2,309,,,,,,,,,,,
830,0,290,,,,,,,,,,,
848,0,272,,,,,,,,,,,
875,0,245,,,,,,,,,,,
888,1,231,,,,,,,,,,,
871,17,232,,,,,,,,,,,
807,65,248,,,,,,,,,,,
752,100,268,,,,,,,,,,,
709,104,307,,,,,,,,,,,
680,92,348,,,,,,,,,,,
651,84,385,,,,,,,,,,,
634,71,415,,,,,,,,,,,
648,51,421,,,,,,,,,,,
669,22,429,,,,,,,,,,,
690,9,421,,,,,,,,,,,
727,1,392,,,,,,,,,,,
742,3,375,,,,,,,,,,,
775,0,345,,,,,,,,,,,
794,1,325,,,,,,,,,,,
799,1,320,,,,,,,,,,,
806,5,309,,,,,,,,,,,
819,6,295,,,,,,,,,,,
823,8,289,,,,,,,,,,,
824,12,284,,,,,,,,,,,
830,6,284,,,,,,,,,,,
839,4,277,,,,,,,,,,,
842,13,265,,,,,,,,,,,
816,40,264,,,,,,,,,,,
781,57,282,,,,,,,,,,,
732,79,309,,,,,,,,,,,
698,86,336,,,,,,,,,,,
654,97,369,,,,,,,,,,,
652,73,395,,,,,,,,,,,
669,38,413,,,,,,,,,,,
695,9,416,,,,,,,,,,,
715,6,399,,,,,,,,,,,
739,4,377,,,,,,,,,,,
760,4,356,,,,,,,,,,,
778,1,341,,,,,,,,,,,
783,7,330,,,,,,,,,,,
795,3,322,,,,,,,,,,,
787,17,316,,,,,,,,,,,
791,23,306,,,,,,,,,,,
800,19,301,,,,,,,,,,,
785,34,301,,,,,,,,,,,
771,42,307,,,,,,,,,,,
778,26,316,,,,,,,,,,,
792,19,309,,,,,,,,,,,
793,15,312,,,,,,,,,,,
816,0,304,,,,,,,,,,,
832,0,288,,,,,,,,,,,
836,7,277,,,,,,,,,,,
824,24,272,,,,,,,,,,,
748,83,289,,,,,,,,,,,
723,90,307,,,,,,,,,,,
705,86,329,,,,,,,,,,,
700,71,349,,,,,,,,,,,
694,64,362,,,,,,,,,,,
707,40,373,,,,,,,,,,,
728,17,375,,,,,,,,,,,
763,4,353,,,,,,,,,,,
747,29,344,,,,,,,,,,,
738,31,351,,,,,,,,,,,
730,31,359,,,,,,,,,,,
732,17,371,,,,,,,,,,,
742,5,373,,,,,,,,,,,
756,6,358,,,,,,,,,,,
760,11,349,,,,,,,,,,,
776,4,340,,,,,,,,,,,
794,3,323,,,,,,,,,,,
822,0,298,,,,,,,,,,,
833,0,287,,,,,,,,,,,
821,20,279,,,,,,,,,,,
800,45,275,,,,,,,,,,,
777,58,285,,,,,,,,,,,
761,57,302,,,,,,,,,,,
756,39,325,,,,,,,,,,,
749,31,340,,,,,,,,,,,
739,32,349,,,,,,,,,,,
735,31,354,,,,,,,,,,,
728,41,351,,,,,,,,,,,
713,49,358,,,,,,,,,,,
722,32,366,,,,,,,,,,,
728,22,370,,,,,,,,,,,
753,6,361,,,,,,,,,,,
780,0,340,,,,,,,,,,,
801,1,318,,,,,,,,,,,
816,0,304,,,,,,,,,,,
826,5,289,,,,,,,,,,,
816,16,288,,,,,,,,,,,
813,26,281,,,,,,,,,,,
784,37,299,,,,,,,,,,,
750,46,324,,,,,,,,,,,
757,34,329,,,,,,,,,,,
748,30,342,,,,,,,,,,,
770,10,340,,,,,,,,,,,
767,26,327,,,,,,,,,,,
759,38,323,,,,,,,,,,,
777,24,319,,,,,,,,,,,
776,21,323,,,,,,,,,,,
739,53,328,,,,,,,,,,,
731,60,329,,,,,,,,,,,
725,56,339,,,,,,,,,,,
704,61,355,,,,,,,,,,,
693,59,368,,,,,,,,,,,
667,56,397,,,,,,,,,,,
678,30,412,,,,,,,,,,,
702,13,405,,,,,,,,,,,
715,7,398,,,,,,,,,,,
726,6,388,,,,,,,,,,,
732,13,375,,,,,,,,,,,
736,21,363,,,,,,,,,,,
747,9,364,,,,,,,,,,,
744,13,363,,,,,,,,,,,
753,5,362,,,,,,,,,,,
767,4,349,,,,,,,,,,,
774,6,340,,,,,,,,,,,
801,2,317,,,,,,,,,,,
819,2,299,,,,,,,,,,,
823,9,288,,,,,,,,,,,
824,16,280,,,,,,,,,,,
823,19,278,,,,,,,,,,,
827,14,279,,,,,,,,,,,
857,0,263,,,,,,,,,,,
874,0,246,,,,,,,,,,,
871,14,235,,,,,,,,,,,
849,28,243,,,,,,,,,,,
817,45,258,,,,,,,,,,,
796,42,282,,,,,,,,,,,
732,89,299,,,,,,,,,,,
689,120,311,,,,,,,,,,,
685,101,334,,,,,,,,,,,
683,71,366,,,,,,,,,,,
689,49,382,,,,,,,,,,,
693,43,384,,,,,,,,,,,
720,17,383,,,,,,,,,,,
738,8,374,,,,,,,,,,,
772,0,348,,,,,,,,,,,
785,0,335,,,,,,,,,,,
793,3,324,,,,,,,,,,,
796,6,318,,,,,,,,,,,
808,3,309,,,,,,,,,,,
796,19,305,,,,,,,,,,,
760,43,317,,,,,,,,,,,
732,55,333,,,,,,,,,,,
738,48,334,,,,,,,,,,,
741,37,342,,,,,,,,,,,
758,15,347,,,,,,,,,,,
754,20,346,,,,,,,,,,,
736,29,355,,,,,,,,,,,
711,47,362,,,,,,,,,,,
709,30,381,,,,,,,,,,,
721,8,391,,,,,,,,,,,
732,9,379,,,,,,,,,,,
737,16,367,,,,,,,,,,,
760,8,352,,,,,,,,,,,
777,7,336,,,,,,,,,,,
781,19,320,,,,,,,,,,,
782,29,309,,,,,,,,,,,
781,39,300,,,,,,,,,,,
763,44,313,,,,,,,,,,,
768,35,317,,,,,,,,,,,
784,23,313,,,,,,,,,,,
803,5,312,,,,,,,,,,,
820,0,300,,,,,,,,,,,
841,0,279,,,,,,,,,,,
847,9,264,,,,,,,,,,,
852,11,257,,,,,,,,,,,
852,17,251,,,,,,,,,,,
782,74,264,,,,,,,,,,,
734,98,288,,,,,,,,,,,
711,93,316,,,,,,,,,,,
717,70,333,,,,,,,,,,,
676,82,362,,,,,,,,,,,
664,74,382,,,,,,,,,,,
653,66,401,,,,,,,,,,,
669,38,413,,,,,,,,,,,
690,18,412,,,,,,,,,,,
700,14,406,,,,,,,,,,,
695,20,405,,,,,,,,,,,
707,13,400,,,,,,,,,,,
733,2,385,,,,,,,,,,,
765,0,355,,,,,,,,,,,
787,1,332,,,,,,,,,,,
803,1,316,,,,,,,,,,,
819,8,293,,,,,,,,,,,
823,9,288,,,,,,,,,,,
843,7,270,,,,,,,,,,,
859,2,259,,,,,,,,,,,
873,1,246,,,,,,,,,,,
892,0,228,,,,,,,,,,,
907,0,213,,,,,,,,,,,
919,0,201,,,,,,,,,,,
875,39,206,,,,,,,,,,,
827,68,225,,,,,,,,,,,
772,95,253,,,,,,,,,,,
683,153,284,,,,,,,,,,,
647,149,324,,,,,,,,,,,
649,115,356,,,,,,,,,,,
640,89,391,,,,,,,,,,,
651,48,421,,,,,,,,,,,
665,22,433,,,,,,,,,,,
681,9,430,,,,,,,,,,,
713,3,404,,,,,,,,,,,
735,0,385,,,,,,,,,,,
754,0,366,,,,,,,,,,,
770,3,347,,,,,,,,,,,
788,3,329,,,,,,,,,,,
792,7,321,,,,,,,,,,,
814,1,305,,,,,,,,,,,
827,0,293,,,,,,,,,,,
839,1,280,,,,,,,,,,,
853,0,267,,,,,,,,,,,
873,0,247,,,,,,,,,,,
879,8,233,,,,,,,,,,,
869,27,224,,,,,,,,,,,
846,40,234,,,,,,,,,,,
792,79,249,,,,,,,,,,,
748,102,270,,,,,,,,,,,
750,79,291,,,,,,,,,,,
759,53,308,,,,,,,,,,,
780,30,310,,,,,,,,,,,
733,59,328,,,,,,,,,,,
699,91,330,,,,,,,,,,,
693,98,329,,,,,,,,,,,
674,90,356,,,,,,,,,,,
662,73,385,,,,,,,,,,,
674,51,395,,,,,,,,,,,
684,20,416,,,,,,,,,,,
698,10,412,,,,,,,,,,,
720,1,399,,,,,,,,,,,
740,0,380,,,,,,,,,,,
738,16,366,,,,,,,,,,,
747,17,356,,,,,,,,,,,
746,22,352,,,,,,,,,,,
765,6,349,,,,,,,,,,,
787,2,331,,,,,,,,,,,
776,15,329,,,,,,,,,,,
764,25,331,,,,,,,,,,,
756,21,343,,,,,,,,,,,
782,10,328,,,,,,,,,,,
812,0,308,,,,,,,,,,,
833,1,286,,,,,,,,,,,
856,2,262,,,,,,,,,,,
836,21,263,,,,,,,,,,,
813,39,268,,,,,,,,,,,
773,67,280,,,,,,,,,,,
731,90,299,,,,,,,,,,,
700,105,315,,,,,,,,,,,
683,103,334,,,,,,,,,,,
674,79,367,,,,,,,,,,,
679,57,384,,,,,,,,,,,
685,33,402,,,,,,,,,,,
702,10,408,,,,,,,,,,,
730,3,387,,,,,,,,,,,
745,6,369,,,,,,,,,,,
750,6,364,,,,,,,,,,,
775,0,345,,,,,,,,,,,
792,0,328,,,,,,,,,,,
815,0,305,,,,,,,,,,,
823,0,297,,,,,,,,,,,
829,9,282,,,,,,,,,,,
826,22,272,,,,,,,,,,,
830,18,272,,,,,,,,,,,
