quiet,active,jailed,,,,,"{
	""initialCopDensity"":0.04,
	""initialAgentDensity"":0.70,
	""vision"":7,
	""govermentLegitimacy"":0.82,
	""maxJailTerm"":30,
	""movement"":true,
	""extention1"":true,
	""tickTime"":1000
}",,,
924,8,188,,,,,,,,
888,37,195,,,,,,,,
836,65,219,,,,,,,,
778,84,258,,,,,,,,
791,46,283,,,,,,,,
807,20,293,,,,,,,,
828,9,283,,,,,,,,
844,3,273,,,,,,,,
854,4,262,,,,,,,,
867,0,253,,,,,,,,
875,1,244,,,,,,,,
890,0,230,,,,,,,,
905,0,215,,,,,,,,
913,1,206,,,,,,,,
925,2,193,,,,,,,,
905,19,196,,,,,,,,
899,23,198,,,,,,,,
879,29,212,,,,,,,,
878,17,225,,,,,,,,
896,2,222,,,,,,,,
911,0,209,,,,,,,,
925,0,195,,,,,,,,
934,2,184,,,,,,,,
942,4,174,,,,,,,,
937,9,174,,,,,,,,
943,5,172,,,,,,,,
957,4,159,,,,,,,,
947,11,162,,,,,,,,
944,18,158,,,,,,,,
914,37,169,,,,,,,,
861,57,202,,,,,,,,
817,65,238,,,,,,,,
821,38,261,,,,,,,,
829,18,273,,,,,,,,
859,3,258,,,,,,,,
873,1,246,,,,,,,,
884,0,236,,,,,,,,
