tick,quiet,active,jailed,totalPeople,totalAgent,totalCop,totalJailCount
781,938,84,498,1086,1022,64,498
782,946,85,489,1095,1031,64,489
783,944,94,482,1102,1038,64,482
784,936,99,485,1099,1035,64,485
785,932,101,487,1097,1033,64,487
786,931,97,492,1092,1028,64,492
787,916,94,510,1074,1010,64,510
788,922,78,520,1064,1000,64,520
789,930,75,515,1069,1005,64,515
790,942,68,510,1074,1010,64,510
791,943,75,502,1082,1018,64,502
792,928,87,505,1079,1015,64,505
793,933,84,503,1081,1017,64,503
794,919,89,512,1072,1008,64,512
795,923,85,512,1072,1008,64,512
796,924,84,512,1072,1008,64,512
797,930,89,501,1083,1019,64,501
798,944,83,493,1091,1027,64,493
799,944,82,494,1090,1026,64,494
800,943,81,496,1088,1024,64,496
801,951,75,494,1090,1026,64,494
802,952,80,488,1096,1032,64,488
803,927,102,491,1093,1029,64,491
804,921,105,494,1090,1026,64,494
805,922,93,505,1079,1015,64,505
806,933,77,510,1074,1010,64,510
807,933,77,510,1074,1010,64,510
808,931,71,518,1066,1002,64,518
809,932,67,521,1063,999,64,521
810,930,67,523,1061,997,64,523
811,928,66,526,1058,994,64,526
812,948,64,508,1076,1012,64,508
813,940,75,505,1079,1015,64,505
814,923,92,505,1079,1015,64,505
815,925,88,507,1077,1013,64,507
816,924,82,514,1070,1006,64,514
817,930,80,510,1074,1010,64,510
818,926,78,516,1068,1004,64,516
819,934,70,516,1068,1004,64,516
820,927,68,525,1059,995,64,525
821,929,66,525,1059,995,64,525
822,934,71,515,1069,1005,64,515
823,939,63,518,1066,1002,64,518
824,939,66,515,1069,1005,64,515
825,926,75,519,1065,1001,64,519
826,933,71,516,1068,1004,64,516
827,932,70,518,1066,1002,64,518
828,929,74,517,1067,1003,64,517
829,948,60,512,1072,1008,64,512
830,943,60,517,1067,1003,64,517
831,928,75,517,1067,1003,64,517
832,946,68,506,1078,1014,64,506
833,947,78,495,1089,1025,64,495
834,946,82,492,1092,1028,64,492
835,953,87,480,1104,1040,64,480
836,921,113,486,1098,1034,64,486
837,921,107,492,1092,1028,64,492
838,917,94,509,1075,1011,64,509
839,921,86,513,1071,1007,64,513
840,922,83,515,1069,1005,64,515
841,927,74,519,1065,1001,64,519
842,935,74,511,1073,1009,64,511
843,927,75,518,1066,1002,64,518
844,922,77,521,1063,999,64,521
845,933,85,502,1082,1018,64,502
846,924,89,507,1077,1013,64,507
847,941,81,498,1086,1022,64,498
848,920,88,512,1072,1008,64,512
849,934,81,505,1079,1015,64,505
850,923,93,504,1080,1016,64,504
851,910,98,512,1072,1008,64,512
852,911,83,526,1058,994,64,526
853,919,73,528,1056,992,64,528
854,935,63,522,1062,998,64,522
855,929,69,522,1062,998,64,522
856,935,63,522,1062,998,64,522
857,928,78,514,1070,1006,64,514
858,946,79,495,1089,1025,64,495
859,918,100,502,1082,1018,64,502
860,945,86,489,1095,1031,64,489
861,930,94,496,1088,1024,64,496
862,936,86,498,1086,1022,64,498
863,930,87,503,1081,1017,64,503
864,931,82,507,1077,1013,64,507
865,945,77,498,1086,1022,64,498
866,934,82,504,1080,1016,64,504
867,923,92,505,1079,1015,64,505
868,911,93,516,1068,1004,64,516
869,924,90,506,1078,1014,64,506
870,925,93,502,1082,1018,64,502
871,940,94,486,1098,1034,64,486
872,923,97,500,1084,1020,64,500
873,933,92,495,1089,1025,64,495
874,935,99,486,1098,1034,64,486
875,924,101,495,1089,1025,64,495
876,924,96,500,1084,1020,64,500
877,918,92,510,1074,1010,64,510
878,917,88,515,1069,1005,64,515
879,912,83,525,1059,995,64,525
880,929,71,520,1064,1000,64,520
881,933,71,516,1068,1004,64,516
882,912,78,530,1054,990,64,530
883,922,72,526,1058,994,64,526
884,937,72,511,1073,1009,64,511
885,933,79,508,1076,1012,64,508
886,919,84,517,1067,1003,64,517
887,920,84,516,1068,1004,64,516
888,930,70,520,1064,1000,64,520
889,923,80,517,1067,1003,64,517
890,920,76,524,1060,996,64,524
891,917,77,526,1058,994,64,526
892,922,73,525,1059,995,64,525
893,936,69,515,1069,1005,64,515
894,936,75,509,1075,1011,64,509
895,936,72,512,1072,1008,64,512
896,936,64,520,1064,1000,64,520
897,924,69,527,1057,993,64,527
898,931,57,532,1052,988,64,532
899,924,60,536,1048,984,64,536
900,944,61,515,1069,1005,64,515
901,949,72,499,1085,1021,64,499
902,949,78,493,1091,1027,64,493
903,955,79,486,1098,1034,64,486
904,934,97,489,1095,1031,64,489
905,929,95,496,1088,1024,64,496
906,935,99,486,1098,1034,64,486
907,914,107,499,1085,1021,64,499
908,913,103,504,1080,1016,64,504
909,927,98,495,1089,1025,64,495
910,933,102,485,1099,1035,64,485
911,924,106,490,1094,1030,64,490
912,923,97,500,1084,1020,64,500
913,927,90,503,1081,1017,64,503
914,937,87,496,1088,1024,64,496
915,929,87,504,1080,1016,64,504
916,930,89,501,1083,1019,64,501
917,928,90,502,1082,1018,64,502
918,911,93,516,1068,1004,64,516
919,921,78,521,1063,999,64,521
920,921,69,530,1054,990,64,530
921,921,74,525,1059,995,64,525
922,924,78,518,1066,1002,64,518
923,924,71,525,1059,995,64,525
924,930,68,522,1062,998,64,522
925,937,67,516,1068,1004,64,516
926,924,81,515,1069,1005,64,515
927,924,80,516,1068,1004,64,516
928,935,71,514,1070,1006,64,514
929,946,77,497,1087,1023,64,497
930,939,88,493,1091,1027,64,493
931,938,90,492,1092,1028,64,492
932,913,106,501,1083,1019,64,501
933,927,96,497,1087,1023,64,497
934,912,98,510,1074,1010,64,510
935,924,88,508,1076,1012,64,508
936,910,89,521,1063,999,64,521
937,916,73,531,1053,989,64,531
938,927,65,528,1056,992,64,528
939,928,68,524,1060,996,64,524
940,952,54,514,1070,1006,64,514
941,934,77,509,1075,1011,64,509
942,930,76,514,1070,1006,64,514
943,942,62,516,1068,1004,64,516
944,935,62,523,1061,997,64,523
945,932,62,526,1058,994,64,526
946,937,67,516,1068,1004,64,516
947,932,83,505,1079,1015,64,505
948,917,78,525,1059,995,64,525
949,913,74,533,1051,987,64,533
950,908,63,549,1035,971,64,549
951,923,55,542,1042,978,64,542
952,938,54,528,1056,992,64,528
953,944,68,508,1076,1012,64,508
954,941,77,502,1082,1018,64,502
955,938,88,494,1090,1026,64,494
956,934,97,489,1095,1031,64,489
957,925,105,490,1094,1030,64,490
958,944,93,483,1101,1037,64,483
959,946,95,479,1105,1041,64,479
960,944,105,471,1113,1049,64,471
961,918,116,486,1098,1034,64,486
962,928,96,496,1088,1024,64,496
963,930,86,504,1080,1016,64,504
964,936,92,492,1092,1028,64,492
965,925,100,495,1089,1025,64,495
966,931,96,493,1091,1027,64,493
967,927,95,498,1086,1022,64,498
968,921,94,505,1079,1015,64,505
969,932,90,498,1086,1022,64,498
970,920,85,515,1069,1005,64,515
971,930,80,510,1074,1010,64,510
972,915,79,526,1058,994,64,526
973,909,74,537,1047,983,64,537
974,909,58,553,1031,967,64,553
975,922,48,550,1034,970,64,550
976,940,41,539,1045,981,64,539
977,953,42,525,1059,995,64,525
978,944,49,527,1057,993,64,527
979,937,51,532,1052,988,64,532
980,926,56,538,1046,982,64,538
981,934,58,528,1056,992,64,528
982,934,64,522,1062,998,64,522
983,940,63,517,1067,1003,64,517
984,941,69,510,1074,1010,64,510
985,941,69,510,1074,1010,64,510
986,948,70,502,1082,1018,64,502
987,944,77,499,1085,1021,64,499
988,943,79,498,1086,1022,64,498
989,939,82,499,1085,1021,64,499
990,954,89,477,1107,1043,64,477
991,923,109,488,1096,1032,64,488
992,922,109,489,1095,1031,64,489
993,920,98,502,1082,1018,64,502
994,936,86,498,1086,1022,64,498
995,948,86,486,1098,1034,64,486
996,926,97,497,1087,1023,64,497
997,924,97,499,1085,1021,64,499
998,926,85,509,1075,1011,64,509
999,923,78,519,1065,1001,64,519
1000,917,82,521,1063,999,64,521
