quiet,active,jailed,,,,,,,,,,,,
971,97,52,,,,,,"{
	""initialCopDensity"":0.04,
	""initialAgentDensity"":0.70,
	""vision"":7,
	""govermentLegitimacy"":0.82,
	""maxJailTerm"":30,
	""movement"":true,
	""extention1"":false,
	""tickTime"":1000
}",,,,,,
908,6,206,,,,,,,,,,,,
860,42,218,,,,,,,,,,,,
777,98,245,,,,,,,,,,,,
664,172,284,,,,,,,,,,,,
610,179,331,,,,,,,,,,,,
601,149,370,,,,,,,,,,,,
612,114,394,,,,,,,,,,,,
618,79,423,,,,,,,,,,,,
640,46,434,,,,,,,,,,,,
652,25,443,,,,,,,,,,,,
672,9,439,,,,,,,,,,,,
704,6,410,,,,,,,,,,,,
725,2,393,,,,,,,,,,,,
739,1,380,,,,,,,,,,,,
748,7,365,,,,,,,,,,,,
767,2,351,,,,,,,,,,,,
774,3,343,,,,,,,,,,,,
786,5,329,,,,,,,,,,,,
793,10,317,,,,,,,,,,,,
789,20,311,,,,,,,,,,,,
755,46,319,,,,,,,,,,,,
731,55,334,,,,,,,,,,,,
693,66,361,,,,,,,,,,,,
643,85,392,,,,,,,,,,,,
635,66,419,,,,,,,,,,,,
655,35,430,,,,,,,,,,,,
677,9,434,,,,,,,,,,,,
687,4,429,,,,,,,,,,,,
713,0,407,,,,,,,,,,,,
740,0,380,,,,,,,,,,,,
752,5,363,,,,,,,,,,,,
784,1,335,,,,,,,,,,,,
810,0,310,,,,,,,,,,,,
838,0,282,,,,,,,,,,,,
852,1,267,,,,,,,,,,,,
871,1,248,,,,,,,,,,,,
874,9,237,,,,,,,,,,,,
858,21,241,,,,,,,,,,,,
834,33,253,,,,,,,,,,,,
758,89,273,,,,,,,,,,,,
697,112,311,,,,,,,,,,,,
623,137,360,,,,,,,,,,,,
613,106,401,,,,,,,,,,,,
645,61,414,,,,,,,,,,,,
658,43,419,,,,,,,,,,,,
672,18,430,,,,,,,,,,,,
695,7,418,,,,,,,,,,,,
722,0,398,,,,,,,,,,,,
741,7,372,,,,,,,,,,,,
734,21,365,,,,,,,,,,,,
727,30,363,,,,,,,,,,,,
725,23,372,,,,,,,,,,,,
731,21,368,,,,,,,,,,,,
743,17,360,,,,,,,,,,,,
744,13,363,,,,,,,,,,,,
747,15,358,,,,,,,,,,,,
786,0,334,,,,,,,,,,,,
803,0,317,,,,,,,,,,,,
827,1,292,,,,,,,,,,,,
846,1,273,,,,,,,,,,,,
861,0,259,,,,,,,,,,,,
881,0,239,,,,,,,,,,,,
894,2,224,,,,,,,,,,,,
863,28,229,,,,,,,,,,,,
803,54,263,,,,,,,,,,,,
687,131,302,,,,,,,,,,,,
635,146,339,,,,,,,,,,,,
628,123,369,,,,,,,,,,,,
636,92,392,,,,,,,,,,,,
645,57,418,,,,,,,,,,,,
658,28,434,,,,,,,,,,,,
673,13,434,,,,,,,,,,,,
694,1,425,,,,,,,,,,,,
707,1,412,,,,,,,,,,,,
716,8,396,,,,,,,,,,,,
732,3,385,,,,,,,,,,,,
756,0,364,,,,,,,,,,,,
775,1,344,,,,,,,,,,,,
778,13,329,,,,,,,,,,,,
761,22,337,,,,,,,,,,,,
761,17,342,,,,,,,,,,,,
786,5,329,,,,,,,,,,,,
806,1,313,,,,,,,,,,,,
809,8,303,,,,,,,,,,,,
821,4,295,,,,,,,,,,,,
843,0,277,,,,,,,,,,,,
830,22,268,,,,,,,,,,,,
776,61,283,,,,,,,,,,,,
672,135,313,,,,,,,,,,,,
629,146,345,,,,,,,,,,,,
605,137,378,,,,,,,,,,,,
602,117,401,,,,,,,,,,,,
620,61,439,,,,,,,,,,,,
643,28,449,,,,,,,,,,,,
665,8,447,,,,,,,,,,,,
696,1,423,,,,,,,,,,,,
725,0,395,,,,,,,,,,,,
742,1,377,,,,,,,,,,,,
747,5,368,,,,,,,,,,,,
769,1,350,,,,,,,,,,,,
794,0,326,,,,,,,,,,,,
787,14,319,,,,,,,,,,,,
751,39,330,,,,,,,,,,,,
700,75,345,,,,,,,,,,,,
669,76,375,,,,,,,,,,,,
680,48,392,,,,,,,,,,,,
688,24,408,,,,,,,,,,,,
706,12,402,,,,,,,,,,,,
724,11,385,,,,,,,,,,,,
740,10,370,,,,,,,,,,,,
750,14,356,,,,,,,,,,,,
770,8,342,,,,,,,,,,,,
796,1,323,,,,,,,,,,,,
795,19,306,,,,,,,,,,,,
785,33,302,,,,,,,,,,,,
764,46,310,,,,,,,,,,,,
735,74,311,,,,,,,,,,,,
697,105,318,,,,,,,,,,,,
669,102,349,,,,,,,,,,,,
648,90,382,,,,,,,,,,,,
646,69,405,,,,,,,,,,,,
642,45,433,,,,,,,,,,,,
664,16,440,,,,,,,,,,,,
680,11,429,,,,,,,,,,,,
712,0,408,,,,,,,,,,,,
727,7,386,,,,,,,,,,,,
735,12,373,,,,,,,,,,,,
749,1,370,,,,,,,,,,,,
763,3,354,,,,,,,,,,,,
785,1,334,,,,,,,,,,,,
810,1,309,,,,,,,,,,,,
826,0,294,,,,,,,,,,,,
832,7,281,,,,,,,,,,,,
831,15,274,,,,,,,,,,,,
842,5,273,,,,,,,,,,,,
854,9,257,,,,,,,,,,,,
831,31,258,,,,,,,,,,,,
777,77,266,,,,,,,,,,,,
699,130,291,,,,,,,,,,,,
657,139,324,,,,,,,,,,,,
636,131,353,,,,,,,,,,,,
606,129,385,,,,,,,,,,,,
609,84,427,,,,,,,,,,,,
631,45,444,,,,,,,,,,,,
642,21,457,,,,,,,,,,,,
670,1,449,,,,,,,,,,,,
691,2,427,,,,,,,,,,,,
695,12,413,,,,,,,,,,,,
714,6,400,,,,,,,,,,,,
742,2,376,,,,,,,,,,,,
765,0,355,,,,,,,,,,,,
784,0,336,,,,,,,,,,,,
790,10,320,,,,,,,,,,,,
784,15,321,,,,,,,,,,,,
785,14,321,,,,,,,,,,,,
797,4,319,,,,,,,,,,,,
818,0,302,,,,,,,,,,,,
832,1,287,,,,,,,,,,,,
845,2,273,,,,,,,,,,,,
860,0,260,,,,,,,,,,,,
882,0,238,,,,,,,,,,,,
906,0,214,,,,,,,,,,,,
922,1,197,,,,,,,,,,,,
938,0,182,,,,,,,,,,,,
958,0,162,,,,,,,,,,,,
956,7,157,,,,,,,,,,,,
950,19,151,,,,,,,,,,,,
926,43,151,,,,,,,,,,,,
829,114,177,,,,,,,,,,,,
679,218,223,,,,,,,,,,,,
604,247,269,,,,,,,,,,,,
601,209,310,,,,,,,,,,,,
601,161,358,,,,,,,,,,,,
607,106,407,,,,,,,,,,,,
620,58,442,,,,,,,,,,,,
654,11,455,,,,,,,,,,,,
692,3,425,,,,,,,,,,,,
709,4,407,,,,,,,,,,,,
725,3,392,,,,,,,,,,,,
740,4,376,,,,,,,,,,,,
743,7,370,,,,,,,,,,,,
755,4,361,,,,,,,,,,,,
772,1,347,,,,,,,,,,,,
770,9,341,,,,,,,,,,,,
764,16,340,,,,,,,,,,,,
779,3,338,,,,,,,,,,,,
789,5,326,,,,,,,,,,,,
772,23,325,,,,,,,,,,,,
744,48,328,,,,,,,,,,,,
729,48,343,,,,,,,,,,,,
706,51,363,,,,,,,,,,,,
668,64,388,,,,,,,,,,,,
657,55,408,,,,,,,,,,,,
681,41,398,,,,,,,,,,,,
696,28,396,,,,,,,,,,,,
693,25,402,,,,,,,,,,,,
704,16,400,,,,,,,,,,,,
742,6,372,,,,,,,,,,,,
768,7,345,,,,,,,,,,,,
792,6,322,,,,,,,,,,,,
815,2,303,,,,,,,,,,,,
846,0,274,,,,,,,,,,,,
835,14,271,,,,,,,,,,,,
785,57,278,,,,,,,,,,,,
702,116,302,,,,,,,,,,,,
678,103,339,,,,,,,,,,,,
640,102,378,,,,,,,,,,,,
625,74,421,,,,,,,,,,,,
630,41,449,,,,,,,,,,,,
649,17,454,,,,,,,,,,,,
669,9,442,,,,,,,,,,,,
699,1,420,,,,,,,,,,,,
721,0,399,,,,,,,,,,,,
749,0,371,,,,,,,,,,,,
767,5,348,,,,,,,,,,,,
788,1,331,,,,,,,,,,,,
806,0,314,,,,,,,,,,,,
832,0,288,,,,,,,,,,,,
827,16,277,,,,,,,,,,,,
819,23,278,,,,,,,,,,,,
778,52,290,,,,,,,,,,,,
737,70,313,,,,,,,,,,,,
667,111,342,,,,,,,,,,,,
612,122,386,,,,,,,,,,,,
621,80,419,,,,,,,,,,,,
626,44,450,,,,,,,,,,,,
658,18,444,,,,,,,,,,,,
672,8,440,,,,,,,,,,,,
689,6,425,,,,,,,,,,,,
715,5,400,,,,,,,,,,,,
708,21,391,,,,,,,,,,,,
707,23,390,,,,,,,,,,,,
717,16,387,,,,,,,,,,,,
738,8,374,,,,,,,,,,,,
761,3,356,,,,,,,,,,,,
790,1,329,,,,,,,,,,,,
809,0,311,,,,,,,,,,,,
817,10,293,,,,,,,,,,,,
807,25,288,,,,,,,,,,,,
785,42,293,,,,,,,,,,,,
753,53,314,,,,,,,,,,,,
731,48,341,,,,,,,,,,,,
712,43,365,,,,,,,,,,,,
726,31,363,,,,,,,,,,,,
712,47,361,,,,,,,,,,,,
708,49,363,,,,,,,,,,,,
712,36,372,,,,,,,,,,,,
729,22,369,,,,,,,,,,,,
736,27,357,,,,,,,,,,,,
702,51,367,,,,,,,,,,,,
671,72,377,,,,,,,,,,,,
665,67,388,,,,,,,,,,,,
654,54,412,,,,,,,,,,,,
669,26,425,,,,,,,,,,,,
697,7,416,,,,,,,,,,,,
723,0,397,,,,,,,,,,,,
741,0,379,,,,,,,,,,,,
763,0,357,,,,,,,,,,,,
784,1,335,,,,,,,,,,,,
806,0,314,,,,,,,,,,,,
831,0,289,,,,,,,,,,,,
841,0,279,,,,,,,,,,,,
868,0,252,,,,,,,,,,,,
869,11,240,,,,,,,,,,,,
858,30,232,,,,,,,,,,,,
799,63,258,,,,,,,,,,,,
744,96,280,,,,,,,,,,,,
631,167,322,,,,,,,,,,,,
611,152,357,,,,,,,,,,,,
629,105,386,,,,,,,,,,,,
641,75,404,,,,,,,,,,,,
657,51,412,,,,,,,,,,,,
677,29,414,,,,,,,,,,,,
674,22,424,,,,,,,,,,,,
686,9,425,,,,,,,,,,,,
710,3,407,,,,,,,,,,,,
730,2,388,,,,,,,,,,,,
745,5,370,,,,,,,,,,,,
758,7,355,,,,,,,,,,,,
766,3,351,,,,,,,,,,,,
790,0,330,,,,,,,,,,,,
809,0,311,,,,,,,,,,,,
816,11,293,,,,,,,,,,,,
772,38,310,,,,,,,,,,,,
745,36,339,,,,,,,,,,,,
730,34,356,,,,,,,,,,,,
725,26,369,,,,,,,,,,,,
729,18,373,,,,,,,,,,,,
721,34,365,,,,,,,,,,,,
730,27,363,,,,,,,,,,,,
760,10,350,,,,,,,,,,,,
786,1,333,,,,,,,,,,,,
809,3,308,,,,,,,,,,,,
836,4,280,,,,,,,,,,,,
837,16,267,,,,,,,,,,,,
844,11,265,,,,,,,,,,,,
828,16,276,,,,,,,,,,,,
812,22,286,,,,,,,,,,,,
808,20,292,,,,,,,,,,,,
762,60,298,,,,,,,,,,,,
708,100,312,,,,,,,,,,,,
694,84,342,,,,,,,,,,,,
677,64,379,,,,,,,,,,,,
663,45,412,,,,,,,,,,,,
659,45,416,,,,,,,,,,,,
672,38,410,,,,,,,,,,,,
688,28,404,,,,,,,,,,,,
711,16,393,,,,,,,,,,,,
732,8,380,,,,,,,,,,,,
760,0,360,,,,,,,,,,,,
779,1,340,,,,,,,,,,,,
797,5,318,,,,,,,,,,,,
804,6,310,,,,,,,,,,,,
795,14,311,,,,,,,,,,,,
794,19,307,,,,,,,,,,,,
786,31,303,,,,,,,,,,,,
738,67,315,,,,,,,,,,,,
701,94,325,,,,,,,,,,,,
661,110,349,,,,,,,,,,,,
643,101,376,,,,,,,,,,,,
639,78,403,,,,,,,,,,,,
638,52,430,,,,,,,,,,,,
654,22,444,,,,,,,,,,,,
670,6,444,,,,,,,,,,,,
692,4,424,,,,,,,,,,,,
713,7,400,,,,,,,,,,,,
740,0,380,,,,,,,,,,,,
757,1,362,,,,,,,,,,,,
762,5,353,,,,,,,,,,,,
763,10,347,,,,,,,,,,,,
791,3,326,,,,,,,,,,,,
804,7,309,,,,,,,,,,,,
808,11,301,,,,,,,,,,,,
798,27,295,,,,,,,,,,,,
753,72,295,,,,,,,,,,,,
736,69,315,,,,,,,,,,,,
692,77,351,,,,,,,,,,,,
655,90,375,,,,,,,,,,,,
627,84,409,,,,,,,,,,,,
638,55,427,,,,,,,,,,,,
657,30,433,,,,,,,,,,,,
678,13,429,,,,,,,,,,,,
708,5,407,,,,,,,,,,,,
737,2,381,,,,,,,,,,,,
765,0,355,,,,,,,,,,,,
796,0,324,,,,,,,,,,,,
804,5,311,,,,,,,,,,,,
803,13,304,,,,,,,,,,,,
773,44,303,,,,,,,,,,,,
772,44,304,,,,,,,,,,,,
776,31,313,,,,,,,,,,,,
768,32,320,,,,,,,,,,,,
736,57,327,,,,,,,,,,,,
728,56,336,,,,,,,,,,,,
718,48,354,,,,,,,,,,,,
689,60,371,,,,,,,,,,,,
659,62,399,,,,,,,,,,,,
671,45,404,,,,,,,,,,,,
702,15,403,,,,,,,,,,,,
719,1,400,,,,,,,,,,,,
716,15,389,,,,,,,,,,,,
702,33,385,,,,,,,,,,,,
709,28,383,,,,,,,,,,,,
743,9,368,,,,,,,,,,,,
752,8,360,,,,,,,,,,,,
725,39,356,,,,,,,,,,,,
711,51,358,,,,,,,,,,,,
699,49,372,,,,,,,,,,,,
707,36,377,,,,,,,,,,,,
720,18,382,,,,,,,,,,,,
742,5,373,,,,,,,,,,,,
753,3,364,,,,,,,,,,,,
775,1,344,,,,,,,,,,,,
815,1,304,,,,,,,,,,,,
835,1,284,,,,,,,,,,,,
833,14,273,,,,,,,,,,,,
831,21,268,,,,,,,,,,,,
823,28,269,,,,,,,,,,,,
771,71,278,,,,,,,,,,,,
704,110,306,,,,,,,,,,,,
658,131,331,,,,,,,,,,,,
646,107,367,,,,,,,,,,,,
639,80,401,,,,,,,,,,,,
652,43,425,,,,,,,,,,,,
670,17,433,,,,,,,,,,,,
711,0,409,,,,,,,,,,,,
737,0,383,,,,,,,,,,,,
761,2,357,,,,,,,,,,,,
777,4,339,,,,,,,,,,,,
801,0,319,,,,,,,,,,,,
820,0,300,,,,,,,,,,,,
818,15,287,,,,,,,,,,,,
819,15,286,,,,,,,,,,,,
804,21,295,,,,,,,,,,,,
808,11,301,,,,,,,,,,,,
816,15,289,,,,,,,,,,,,
813,17,290,,,,,,,,,,,,
783,41,296,,,,,,,,,,,,
739,70,311,,,,,,,,,,,,
708,86,326,,,,,,,,,,,,
702,72,346,,,,,,,,,,,,
686,72,362,,,,,,,,,,,,
691,53,376,,,,,,,,,,,,
687,40,393,,,,,,,,,,,,
709,13,398,,,,,,,,,,,,
741,0,379,,,,,,,,,,,,
767,0,353,,,,,,,,,,,,
789,0,331,,,,,,,,,,,,
816,1,303,,,,,,,,,,,,
835,6,279,,,,,,,,,,,,
845,8,267,,,,,,,,,,,,
866,0,254,,,,,,,,,,,,
874,5,241,,,,,,,,,,,,
821,48,251,,,,,,,,,,,,
749,95,276,,,,,,,,,,,,
712,107,301,,,,,,,,,,,,
643,129,348,,,,,,,,,,,,
604,127,389,,,,,,,,,,,,
613,81,426,,,,,,,,,,,,
627,44,449,,,,,,,,,,,,
646,20,454,,,,,,,,,,,,
684,2,434,,,,,,,,,,,,
700,0,420,,,,,,,,,,,,
725,0,395,,,,,,,,,,,,
743,1,376,,,,,,,,,,,,
760,3,357,,,,,,,,,,,,
791,0,329,,,,,,,,,,,,
817,0,303,,,,,,,,,,,,
838,1,281,,,,,,,,,,,,
858,0,262,,,,,,,,,,,,
828,30,262,,,,,,,,,,,,
787,61,272,,,,,,,,,,,,
752,72,296,,,,,,,,,,,,
753,54,313,,,,,,,,,,,,
691,81,348,,,,,,,,,,,,
661,83,376,,,,,,,,,,,,
638,76,406,,,,,,,,,,,,
646,43,431,,,,,,,,,,,,
671,13,436,,,,,,,,,,,,
700,1,419,,,,,,,,,,,,
726,1,393,,,,,,,,,,,,
749,2,369,,,,,,,,,,,,
773,0,347,,,,,,,,,,,,
786,3,331,,,,,,,,,,,,
798,7,315,,,,,,,,,,,,
781,23,316,,,,,,,,,,,,
771,27,322,,,,,,,,,,,,
795,16,309,,,,,,,,,,,,
736,54,330,,,,,,,,,,,,
693,66,361,,,,,,,,,,,,
688,48,384,,,,,,,,,,,,
683,39,398,,,,,,,,,,,,
700,22,398,,,,,,,,,,,,
731,4,385,,,,,,,,,,,,
741,4,375,,,,,,,,,,,,
740,13,367,,,,,,,,,,,,
729,24,367,,,,,,,,,,,,
720,30,370,,,,,,,,,,,,
731,21,368,,,,,,,,,,,,
754,16,350,,,,,,,,,,,,
763,18,339,,,,,,,,,,,,
777,10,333,,,,,,,,,,,,
795,6,319,,,,,,,,,,,,
784,20,316,,,,,,,,,,,,
787,20,313,,,,,,,,,,,,
804,10,306,,,,,,,,,,,,
786,23,311,,,,,,,,,,,,
770,27,323,,,,,,,,,,,,
722,64,334,,,,,,,,,,,,
691,75,354,,,,,,,,,,,,
712,45,363,,,,,,,,,,,,
718,34,368,,,,,,,,,,,,
746,6,368,,,,,,,,,,,,
776,2,342,,,,,,,,,,,,
801,0,319,,,,,,,,,,,,
828,0,292,,,,,,,,,,,,
844,1,275,,,,,,,,,,,,
854,6,260,,,,,,,,,,,,
850,17,253,,,,,,,,,,,,
827,41,252,,,,,,,,,,,,
795,54,271,,,,,,,,,,,,
745,77,298,,,,,,,,,,,,
665,119,336,,,,,,,,,,,,
635,118,367,,,,,,,,,,,,
623,99,398,,,,,,,,,,,,
631,73,416,,,,,,,,,,,,
651,42,427,,,,,,,,,,,,
672,25,423,,,,,,,,,,,,
695,5,420,,,,,,,,,,,,
726,1,393,,,,,,,,,,,,
755,0,365,,,,,,,,,,,,
783,0,337,,,,,,,,,,,,
795,10,315,,,,,,,,,,,,
802,10,308,,,,,,,,,,,,
821,3,296,,,,,,,,,,,,
842,1,277,,,,,,,,,,,,
859,0,261,,,,,,,,,,,,
836,23,261,,,,,,,,,,,,
798,49,273,,,,,,,,,,,,
727,98,295,,,,,,,,,,,,
695,100,325,,,,,,,,,,,,
