quiet,active,jailed,,,,,,,,,,,
499,557,64,,,,,,"{
	""initialCopDensity"":0.04,
	""initialAgentDensity"":0.70,
	""vision"":7,
	""govermentLegitimacy"":0.62,
	""maxJailTerm"":30,
	""movement"":true,
	""extention1"":false,
	""tickTime"":1000
}",,,,,
408,8,704,,,,,,,,,,,
441,2,677,,,,,,,,,,,
475,3,642,,,,,,,,,,,
507,0,613,,,,,,,,,,,
523,2,595,,,,,,,,,,,
527,21,572,,,,,,,,,,,
486,72,562,,,,,,,,,,,
436,121,563,,,,,,,,,,,
389,150,581,,,,,,,,,,,
319,199,602,,,,,,,,,,,
297,203,620,,,,,,,,,,,
297,185,638,,,,,,,,,,,
311,159,650,,,,,,,,,,,
302,159,659,,,,,,,,,,,
311,135,674,,,,,,,,,,,
315,118,687,,,,,,,,,,,
306,122,692,,,,,,,,,,,
319,100,701,,,,,,,,,,,
335,79,706,,,,,,,,,,,
349,60,711,,,,,,,,,,,
352,48,720,,,,,,,,,,,
362,31,727,,,,,,,,,,,
382,30,708,,,,,,,,,,,
404,28,688,,,,,,,,,,,
420,26,674,,,,,,,,,,,
442,19,659,,,,,,,,,,,
452,20,648,,,,,,,,,,,
470,18,632,,,,,,,,,,,
433,64,623,,,,,,,,,,,
413,79,628,,,,,,,,,,,
340,137,643,,,,,,,,,,,
307,144,669,,,,,,,,,,,
309,126,685,,,,,,,,,,,
326,103,691,,,,,,,,,,,
341,90,689,,,,,,,,,,,
364,78,678,,,,,,,,,,,
362,83,675,,,,,,,,,,,
347,92,681,,,,,,,,,,,
321,110,689,,,,,,,,,,,
327,90,703,,,,,,,,,,,
329,85,706,,,,,,,,,,,
336,67,717,,,,,,,,,,,
350,54,716,,,,,,,,,,,
382,25,713,,,,,,,,,,,
409,18,693,,,,,,,,,,,
420,34,666,,,,,,,,,,,
439,27,654,,,,,,,,,,,
463,14,643,,,,,,,,,,,
497,9,614,,,,,,,,,,,
491,22,607,,,,,,,,,,,
442,65,613,,,,,,,,,,,
374,118,628,,,,,,,,,,,
327,147,646,,,,,,,,,,,
307,154,659,,,,,,,,,,,
302,151,667,,,,,,,,,,,
312,132,676,,,,,,,,,,,
322,109,689,,,,,,,,,,,
324,95,701,,,,,,,,,,,
320,101,699,,,,,,,,,,,
328,89,703,,,,,,,,,,,
326,78,716,,,,,,,,,,,
329,73,718,,,,,,,,,,,
358,44,718,,,,,,,,,,,
383,25,712,,,,,,,,,,,
438,5,677,,,,,,,,,,,
484,1,635,,,,,,,,,,,
499,10,611,,,,,,,,,,,
510,26,584,,,,,,,,,,,
451,88,581,,,,,,,,,,,
385,138,597,,,,,,,,,,,
335,166,619,,,,,,,,,,,
318,163,639,,,,,,,,,,,
299,166,655,,,,,,,,,,,
297,144,679,,,,,,,,,,,
299,135,686,,,,,,,,,,,
304,112,704,,,,,,,,,,,
316,82,722,,,,,,,,,,,
334,56,730,,,,,,,,,,,
364,41,715,,,,,,,,,,,
392,17,711,,,,,,,,,,,
424,9,687,,,,,,,,,,,
425,26,669,,,,,,,,,,,
426,34,660,,,,,,,,,,,
417,48,655,,,,,,,,,,,
386,63,671,,,,,,,,,,,
374,75,671,,,,,,,,,,,
348,92,680,,,,,,,,,,,
335,99,686,,,,,,,,,,,
335,94,691,,,,,,,,,,,
350,79,691,,,,,,,,,,,
347,74,699,,,,,,,,,,,
335,87,698,,,,,,,,,,,
333,70,717,,,,,,,,,,,
352,62,706,,,,,,,,,,,
346,52,722,,,,,,,,,,,
341,51,728,,,,,,,,,,,
353,43,724,,,,,,,,,,,
373,26,721,,,,,,,,,,,
411,8,701,,,,,,,,,,,
436,7,677,,,,,,,,,,,
466,11,643,,,,,,,,,,,
488,16,616,,,,,,,,,,,
486,22,612,,,,,,,,,,,
425,81,614,,,,,,,,,,,
364,130,626,,,,,,,,,,,
333,150,637,,,,,,,,,,,
328,138,654,,,,,,,,,,,
321,125,674,,,,,,,,,,,
311,114,695,,,,,,,,,,,
305,106,709,,,,,,,,,,,
304,97,719,,,,,,,,,,,
317,69,734,,,,,,,,,,,
345,47,728,,,,,,,,,,,
370,23,727,,,,,,,,,,,
393,13,714,,,,,,,,,,,
418,13,689,,,,,,,,,,,
445,15,660,,,,,,,,,,,
437,37,646,,,,,,,,,,,
404,76,640,,,,,,,,,,,
396,84,640,,,,,,,,,,,
390,78,652,,,,,,,,,,,
399,75,646,,,,,,,,,,,
380,88,652,,,,,,,,,,,
313,131,676,,,,,,,,,,,
307,121,692,,,,,,,,,,,
313,95,712,,,,,,,,,,,
329,66,725,,,,,,,,,,,
346,46,728,,,,,,,,,,,
380,13,727,,,,,,,,,,,
411,14,695,,,,,,,,,,,
443,3,674,,,,,,,,,,,
468,2,650,,,,,,,,,,,
505,6,609,,,,,,,,,,,
484,43,593,,,,,,,,,,,
405,118,597,,,,,,,,,,,
341,176,603,,,,,,,,,,,
299,196,625,,,,,,,,,,,
296,187,637,,,,,,,,,,,
301,159,660,,,,,,,,,,,
317,131,672,,,,,,,,,,,
320,117,683,,,,,,,,,,,
324,103,693,,,,,,,,,,,
321,91,708,,,,,,,,,,,
324,80,716,,,,,,,,,,,
335,61,724,,,,,,,,,,,
351,44,725,,,,,,,,,,,
379,32,709,,,,,,,,,,,
403,15,702,,,,,,,,,,,
442,3,675,,,,,,,,,,,
479,1,640,,,,,,,,,,,
521,2,597,,,,,,,,,,,
544,10,566,,,,,,,,,,,
545,28,547,,,,,,,,,,,
523,48,549,,,,,,,,,,,
393,172,555,,,,,,,,,,,
303,225,592,,,,,,,,,,,
302,211,607,,,,,,,,,,,
309,181,630,,,,,,,,,,,
313,149,658,,,,,,,,,,,
301,145,674,,,,,,,,,,,
296,135,689,,,,,,,,,,,
299,121,700,,,,,,,,,,,
309,102,709,,,,,,,,,,,
319,76,725,,,,,,,,,,,
334,61,725,,,,,,,,,,,
371,35,714,,,,,,,,,,,
418,13,689,,,,,,,,,,,
432,12,676,,,,,,,,,,,
469,4,647,,,,,,,,,,,
498,2,620,,,,,,,,,,,
523,7,590,,,,,,,,,,,
519,20,581,,,,,,,,,,,
485,49,586,,,,,,,,,,,
421,92,607,,,,,,,,,,,
330,164,626,,,,,,,,,,,
304,181,635,,,,,,,,,,,
309,145,666,,,,,,,,,,,
309,119,692,,,,,,,,,,,
322,113,685,,,,,,,,,,,
336,94,690,,,,,,,,,,,
323,93,704,,,,,,,,,,,
329,84,707,,,,,,,,,,,
348,75,697,,,,,,,,,,,
350,69,701,,,,,,,,,,,
346,64,710,,,,,,,,,,,
332,59,729,,,,,,,,,,,
346,45,729,,,,,,,,,,,
377,29,714,,,,,,,,,,,
395,25,700,,,,,,,,,,,
424,16,680,,,,,,,,,,,
451,14,655,,,,,,,,,,,
474,10,636,,,,,,,,,,,
476,27,617,,,,,,,,,,,
472,48,600,,,,,,,,,,,
440,89,591,,,,,,,,,,,
373,128,619,,,,,,,,,,,
315,168,637,,,,,,,,,,,
301,152,667,,,,,,,,,,,
297,137,686,,,,,,,,,,,
312,103,705,,,,,,,,,,,
322,81,717,,,,,,,,,,,
335,61,724,,,,,,,,,,,
346,50,724,,,,,,,,,,,
356,44,720,,,,,,,,,,,
385,32,703,,,,,,,,,,,
419,19,682,,,,,,,,,,,
426,30,664,,,,,,,,,,,
443,37,640,,,,,,,,,,,
422,57,641,,,,,,,,,,,
388,72,660,,,,,,,,,,,
342,104,674,,,,,,,,,,,
336,113,671,,,,,,,,,,,
325,122,673,,,,,,,,,,,
337,105,678,,,,,,,,,,,
330,110,680,,,,,,,,,,,
325,103,692,,,,,,,,,,,
317,100,703,,,,,,,,,,,
330,85,705,,,,,,,,,,,
342,54,724,,,,,,,,,,,
376,29,715,,,,,,,,,,,
399,19,702,,,,,,,,,,,
427,9,684,,,,,,,,,,,
454,11,655,,,,,,,,,,,
491,7,622,,,,,,,,,,,
517,10,593,,,,,,,,,,,
482,48,590,,,,,,,,,,,
403,118,599,,,,,,,,,,,
334,172,614,,,,,,,,,,,
303,187,630,,,,,,,,,,,
313,163,644,,,,,,,,,,,
330,134,656,,,,,,,,,,,
350,109,661,,,,,,,,,,,
355,100,665,,,,,,,,,,,
354,87,679,,,,,,,,,,,
355,81,684,,,,,,,,,,,
346,79,695,,,,,,,,,,,
332,82,706,,,,,,,,,,,
327,68,725,,,,,,,,,,,
333,60,727,,,,,,,,,,,
356,47,717,,,,,,,,,,,
377,42,701,,,,,,,,,,,
403,29,688,,,,,,,,,,,
397,52,671,,,,,,,,,,,
394,66,660,,,,,,,,,,,
389,66,665,,,,,,,,,,,
346,101,673,,,,,,,,,,,
325,103,692,,,,,,,,,,,
325,81,714,,,,,,,,,,,
341,63,716,,,,,,,,,,,
368,37,715,,,,,,,,,,,
359,45,716,,,,,,,,,,,
369,41,710,,,,,,,,,,,
386,41,693,,,,,,,,,,,
398,50,672,,,,,,,,,,,
390,53,677,,,,,,,,,,,
397,52,671,,,,,,,,,,,
393,53,674,,,,,,,,,,,
400,52,668,,,,,,,,,,,
390,59,671,,,,,,,,,,,
355,94,671,,,,,,,,,,,
349,88,683,,,,,,,,,,,
335,87,698,,,,,,,,,,,
333,84,703,,,,,,,,,,,
340,67,713,,,,,,,,,,,
321,73,726,,,,,,,,,,,
335,59,726,,,,,,,,,,,
339,45,736,,,,,,,,,,,
338,41,741,,,,,,,,,,,
366,30,724,,,,,,,,,,,
373,26,721,,,,,,,,,,,
400,19,701,,,,,,,,,,,
424,18,678,,,,,,,,,,,
441,27,652,,,,,,,,,,,
435,28,657,,,,,,,,,,,
427,49,644,,,,,,,,,,,
400,70,650,,,,,,,,,,,
356,114,650,,,,,,,,,,,
312,129,679,,,,,,,,,,,
311,128,681,,,,,,,,,,,
304,127,689,,,,,,,,,,,
310,107,703,,,,,,,,,,,
318,95,707,,,,,,,,,,,
328,83,709,,,,,,,,,,,
339,71,710,,,,,,,,,,,
341,77,702,,,,,,,,,,,
357,59,704,,,,,,,,,,,
361,51,708,,,,,,,,,,,
370,40,710,,,,,,,,,,,
385,28,707,,,,,,,,,,,
385,42,693,,,,,,,,,,,
385,59,676,,,,,,,,,,,
395,57,668,,,,,,,,,,,
385,76,659,,,,,,,,,,,
347,102,671,,,,,,,,,,,
306,134,680,,,,,,,,,,,
306,114,700,,,,,,,,,,,
308,86,726,,,,,,,,,,,
327,63,730,,,,,,,,,,,
349,53,718,,,,,,,,,,,
353,46,721,,,,,,,,,,,
379,37,704,,,,,,,,,,,
386,35,699,,,,,,,,,,,
394,45,681,,,,,,,,,,,
406,44,670,,,,,,,,,,,
417,43,660,,,,,,,,,,,
421,40,659,,,,,,,,,,,
419,49,652,,,,,,,,,,,
406,75,639,,,,,,,,,,,
380,104,636,,,,,,,,,,,
351,127,642,,,,,,,,,,,
316,141,663,,,,,,,,,,,
301,131,688,,,,,,,,,,,
309,112,699,,,,,,,,,,,
331,98,691,,,,,,,,,,,
343,87,690,,,,,,,,,,,
354,81,685,,,,,,,,,,,
354,63,703,,,,,,,,,,,
379,45,696,,,,,,,,,,,
408,25,687,,,,,,,,,,,
392,42,686,,,,,,,,,,,
400,30,690,,,,,,,,,,,
428,13,679,,,,,,,,,,,
440,25,655,,,,,,,,,,,
452,38,630,,,,,,,,,,,
424,64,632,,,,,,,,,,,
382,108,630,,,,,,,,,,,
371,123,626,,,,,,,,,,,
360,127,633,,,,,,,,,,,
331,125,664,,,,,,,,,,,
303,138,679,,,,,,,,,,,
298,121,701,,,,,,,,,,,
316,96,708,,,,,,,,,,,
316,88,716,,,,,,,,,,,
326,62,732,,,,,,,,,,,
353,42,725,,,,,,,,,,,
369,29,722,,,,,,,,,,,
381,34,705,,,,,,,,,,,
411,17,692,,,,,,,,,,,
461,3,656,,,,,,,,,,,
502,0,618,,,,,,,,,,,
501,14,605,,,,,,,,,,,
488,47,585,,,,,,,,,,,
399,134,587,,,,,,,,,,,
353,167,600,,,,,,,,,,,
308,200,612,,,,,,,,,,,
297,190,633,,,,,,,,,,,
304,169,647,,,,,,,,,,,
312,146,662,,,,,,,,,,,
