quiet,active,jailed,,,,,,,,,,,
499,557,64,,,,,,"{
	""initialCopDensity"":0.04,
	""initialAgentDensity"":0.70,
	""vision"":7,
	""govermentLegitimacy"":0.62,
	""maxJailTerm"":30,
	""movement"":true,
	""extention1"":false,
	""tickTime"":1000
}",,,,,
296,699,125,,,,,,,,,,,
296,638,186,,,,,,,,,,,
296,577,247,,,,,,,,,,,
296,524,300,,,,,,,,,,,
296,473,351,,,,,,,,,,,
296,419,405,,,,,,,,,,,
296,376,448,,,,,,,,,,,
296,338,486,,,,,,,,,,,
296,292,532,,,,,,,,,,,
296,250,574,,,,,,,,,,,
297,207,616,,,,,,,,,,,
298,176,646,,,,,,,,,,,
301,150,669,,,,,,,,,,,
302,126,692,,,,,,,,,,,
319,90,711,,,,,,,,,,,
337,59,724,,,,,,,,,,,
359,31,730,,,,,,,,,,,
389,19,712,,,,,,,,,,,
422,17,681,,,,,,,,,,,
420,22,678,,,,,,,,,,,
396,42,682,,,,,,,,,,,
369,67,684,,,,,,,,,,,
357,67,696,,,,,,,,,,,
384,49,687,,,,,,,,,,,
411,38,671,,,,,,,,,,,
435,23,662,,,,,,,,,,,
448,31,641,,,,,,,,,,,
439,69,612,,,,,,,,,,,
433,78,609,,,,,,,,,,,
391,108,621,,,,,,,,,,,
347,138,635,,,,,,,,,,,
314,161,645,,,,,,,,,,,
298,159,663,,,,,,,,,,,
301,137,682,,,,,,,,,,,
299,117,704,,,,,,,,,,,
308,87,725,,,,,,,,,,,
327,66,727,,,,,,,,,,,
350,40,730,,,,,,,,,,,
373,24,723,,,,,,,,,,,
419,6,695,,,,,,,,,,,
470,0,650,,,,,,,,,,,
508,0,612,,,,,,,,,,,
519,7,594,,,,,,,,,,,
527,13,580,,,,,,,,,,,
501,44,575,,,,,,,,,,,
438,105,577,,,,,,,,,,,
323,197,600,,,,,,,,,,,
299,203,618,,,,,,,,,,,
296,194,630,,,,,,,,,,,
296,176,648,,,,,,,,,,,
299,147,674,,,,,,,,,,,
302,123,695,,,,,,,,,,,
314,92,714,,,,,,,,,,,
336,65,719,,,,,,,,,,,
339,52,729,,,,,,,,,,,
345,45,730,,,,,,,,,,,
365,26,729,,,,,,,,,,,
382,16,722,,,,,,,,,,,
416,3,701,,,,,,,,,,,
461,0,659,,,,,,,,,,,
499,1,620,,,,,,,,,,,
484,29,607,,,,,,,,,,,
457,51,612,,,,,,,,,,,
434,70,616,,,,,,,,,,,
439,62,619,,,,,,,,,,,
413,77,630,,,,,,,,,,,
330,136,654,,,,,,,,,,,
323,121,676,,,,,,,,,,,
329,102,689,,,,,,,,,,,
343,89,688,,,,,,,,,,,
349,67,704,,,,,,,,,,,
333,67,720,,,,,,,,,,,
340,57,723,,,,,,,,,,,
360,52,708,,,,,,,,,,,
386,47,687,,,,,,,,,,,
401,46,673,,,,,,,,,,,
407,44,669,,,,,,,,,,,
412,47,661,,,,,,,,,,,
395,67,658,,,,,,,,,,,
363,97,660,,,,,,,,,,,
318,134,668,,,,,,,,,,,
302,133,685,,,,,,,,,,,
311,104,705,,,,,,,,,,,
311,96,713,,,,,,,,,,,
334,67,719,,,,,,,,,,,
359,40,721,,,,,,,,,,,
384,21,715,,,,,,,,,,,
415,8,697,,,,,,,,,,,
445,3,672,,,,,,,,,,,
489,2,629,,,,,,,,,,,
538,0,582,,,,,,,,,,,
551,9,560,,,,,,,,,,,
540,35,545,,,,,,,,,,,
464,96,560,,,,,,,,,,,
369,177,574,,,,,,,,,,,
299,237,584,,,,,,,,,,,
298,210,612,,,,,,,,,,,
302,191,627,,,,,,,,,,,
308,167,645,,,,,,,,,,,
316,152,652,,,,,,,,,,,
311,143,666,,,,,,,,,,,
322,131,667,,,,,,,,,,,
318,116,686,,,,,,,,,,,
344,96,680,,,,,,,,,,,
360,85,675,,,,,,,,,,,
376,78,666,,,,,,,,,,,
374,91,655,,,,,,,,,,,
383,86,651,,,,,,,,,,,
357,96,667,,,,,,,,,,,
333,99,688,,,,,,,,,,,
333,80,707,,,,,,,,,,,
348,58,714,,,,,,,,,,,
367,34,719,,,,,,,,,,,
389,23,708,,,,,,,,,,,
400,29,691,,,,,,,,,,,
414,29,677,,,,,,,,,,,
433,32,655,,,,,,,,,,,
455,24,641,,,,,,,,,,,
468,24,628,,,,,,,,,,,
453,47,620,,,,,,,,,,,
434,94,592,,,,,,,,,,,
380,145,595,,,,,,,,,,,
343,179,598,,,,,,,,,,,
319,188,613,,,,,,,,,,,
307,184,629,,,,,,,,,,,
296,174,650,,,,,,,,,,,
296,149,675,,,,,,,,,,,
299,130,691,,,,,,,,,,,
309,111,700,,,,,,,,,,,
320,86,714,,,,,,,,,,,
329,66,725,,,,,,,,,,,
335,58,727,,,,,,,,,,,
351,49,720,,,,,,,,,,,
365,51,704,,,,,,,,,,,
380,58,682,,,,,,,,,,,
398,52,670,,,,,,,,,,,
421,29,670,,,,,,,,,,,
374,74,672,,,,,,,,,,,
350,83,687,,,,,,,,,,,
326,101,693,,,,,,,,,,,
327,94,699,,,,,,,,,,,
320,92,708,,,,,,,,,,,
325,70,725,,,,,,,,,,,
340,56,724,,,,,,,,,,,
339,54,727,,,,,,,,,,,
340,49,731,,,,,,,,,,,
375,24,721,,,,,,,,,,,
397,23,700,,,,,,,,,,,
430,25,665,,,,,,,,,,,
432,29,659,,,,,,,,,,,
470,11,639,,,,,,,,,,,
505,3,612,,,,,,,,,,,
541,0,579,,,,,,,,,,,
571,2,547,,,,,,,,,,,
605,4,511,,,,,,,,,,,
583,37,500,,,,,,,,,,,
467,160,493,,,,,,,,,,,
359,250,511,,,,,,,,,,,
297,296,527,,,,,,,,,,,
296,261,563,,,,,,,,,,,
296,240,584,,,,,,,,,,,
296,231,593,,,,,,,,,,,
296,208,616,,,,,,,,,,,
296,182,642,,,,,,,,,,,
297,162,661,,,,,,,,,,,
304,146,670,,,,,,,,,,,
317,122,681,,,,,,,,,,,
331,89,700,,,,,,,,,,,
345,73,702,,,,,,,,,,,
342,65,713,,,,,,,,,,,
349,43,728,,,,,,,,,,,
361,29,730,,,,,,,,,,,
386,25,709,,,,,,,,,,,
399,14,707,,,,,,,,,,,
412,27,681,,,,,,,,,,,
420,16,684,,,,,,,,,,,
468,6,646,,,,,,,,,,,
494,2,624,,,,,,,,,,,
514,2,604,,,,,,,,,,,
536,8,576,,,,,,,,,,,
541,11,568,,,,,,,,,,,
511,33,576,,,,,,,,,,,
485,64,571,,,,,,,,,,,
390,150,580,,,,,,,,,,,
300,211,609,,,,,,,,,,,
296,206,618,,,,,,,,,,,
296,189,635,,,,,,,,,,,
300,187,633,,,,,,,,,,,
299,171,650,,,,,,,,,,,
296,150,674,,,,,,,,,,,
299,135,686,,,,,,,,,,,
308,111,701,,,,,,,,,,,
302,96,722,,,,,,,,,,,
311,72,737,,,,,,,,,,,
325,55,740,,,,,,,,,,,
340,45,735,,,,,,,,,,,
353,26,741,,,,,,,,,,,
393,6,721,,,,,,,,,,,
430,0,690,,,,,,,,,,,
457,5,658,,,,,,,,,,,
486,0,634,,,,,,,,,,,
519,0,601,,,,,,,,,,,
546,0,574,,,,,,,,,,,
579,0,541,,,,,,,,,,,
599,6,515,,,,,,,,,,,
602,20,498,,,,,,,,,,,
471,132,517,,,,,,,,,,,
353,216,551,,,,,,,,,,,
304,252,564,,,,,,,,,,,
296,246,578,,,,,,,,,,,
296,226,598,,,,,,,,,,,
296,203,621,,,,,,,,,,,
296,185,639,,,,,,,,,,,
298,171,651,,,,,,,,,,,
308,150,662,,,,,,,,,,,
319,129,672,,,,,,,,,,,
324,119,677,,,,,,,,,,,
331,108,681,,,,,,,,,,,
352,87,681,,,,,,,,,,,
373,71,676,,,,,,,,,,,
371,66,683,,,,,,,,,,,
374,57,689,,,,,,,,,,,
377,39,704,,,,,,,,,,,
370,40,710,,,,,,,,,,,
376,34,710,,,,,,,,,,,
395,15,710,,,,,,,,,,,
437,0,683,,,,,,,,,,,
469,0,651,,,,,,,,,,,
498,0,622,,,,,,,,,,,
533,1,586,,,,,,,,,,,
561,6,553,,,,,,,,,,,
573,9,538,,,,,,,,,,,
547,44,529,,,,,,,,,,,
463,122,535,,,,,,,,,,,
338,240,542,,,,,,,,,,,
303,266,551,,,,,,,,,,,
296,258,566,,,,,,,,,,,
296,235,589,,,,,,,,,,,
296,219,605,,,,,,,,,,,
296,208,616,,,,,,,,,,,
296,184,640,,,,,,,,,,,
300,148,672,,,,,,,,,,,
306,129,685,,,,,,,,,,,
308,114,698,,,,,,,,,,,
312,115,693,,,,,,,,,,,
317,90,713,,,,,,,,,,,
328,85,707,,,,,,,,,,,
337,74,709,,,,,,,,,,,
333,65,722,,,,,,,,,,,
326,55,739,,,,,,,,,,,
345,25,750,,,,,,,,,,,
372,16,732,,,,,,,,,,,
405,11,704,,,,,,,,,,,
438,12,670,,,,,,,,,,,
465,16,639,,,,,,,,,,,
481,22,617,,,,,,,,,,,
497,22,601,,,,,,,,,,,
490,36,594,,,,,,,,,,,
442,68,610,,,,,,,,,,,
371,122,627,,,,,,,,,,,
328,148,644,,,,,,,,,,,
312,162,646,,,,,,,,,,,
324,139,657,,,,,,,,,,,
326,128,666,,,,,,,,,,,
324,124,672,,,,,,,,,,,
323,124,673,,,,,,,,,,,
323,107,690,,,,,,,,,,,
322,107,691,,,,,,,,,,,
322,95,703,,,,,,,,,,,
354,73,693,,,,,,,,,,,
365,66,689,,,,,,,,,,,
369,65,686,,,,,,,,,,,
377,59,684,,,,,,,,,,,
367,59,694,,,,,,,,,,,
347,77,696,,,,,,,,,,,
347,73,700,,,,,,,,,,,
360,55,705,,,,,,,,,,,
368,44,708,,,,,,,,,,,
368,44,708,,,,,,,,,,,
367,57,696,,,,,,,,,,,
355,55,710,,,,,,,,,,,
359,55,706,,,,,,,,,,,
376,36,708,,,,,,,,,,,
380,43,697,,,,,,,,,,,
377,52,691,,,,,,,,,,,
388,52,680,,,,,,,,,,,
384,58,678,,,,,,,,,,,
378,59,683,,,,,,,,,,,
367,61,692,,,,,,,,,,,
356,68,696,,,,,,,,,,,
346,75,699,,,,,,,,,,,
340,85,695,,,,,,,,,,,
350,73,697,,,,,,,,,,,
343,82,695,,,,,,,,,,,
335,86,699,,,,,,,,,,,
328,94,698,,,,,,,,,,,
332,100,688,,,,,,,,,,,
334,88,698,,,,,,,,,,,
348,71,701,,,,,,,,,,,
369,44,707,,,,,,,,,,,
406,20,694,,,,,,,,,,,
435,6,679,,,,,,,,,,,
477,1,642,,,,,,,,,,,
507,0,613,,,,,,,,,,,
535,2,583,,,,,,,,,,,
531,23,566,,,,,,,,,,,
427,123,570,,,,,,,,,,,
360,165,595,,,,,,,,,,,
326,189,605,,,,,,,,,,,
312,191,617,,,,,,,,,,,
303,168,649,,,,,,,,,,,
296,157,667,,,,,,,,,,,
304,131,685,,,,,,,,,,,
311,106,703,,,,,,,,,,,
321,106,693,,,,,,,,,,,
322,105,693,,,,,,,,,,,
333,88,699,,,,,,,,,,,
348,58,714,,,,,,,,,,,
361,51,708,,,,,,,,,,,
392,30,698,,,,,,,,,,,
402,25,693,,,,,,,,,,,
432,10,678,,,,,,,,,,,
477,0,643,,,,,,,,,,,
507,1,612,,,,,,,,,,,
533,2,585,,,,,,,,,,,
550,13,557,,,,,,,,,,,
538,37,545,,,,,,,,,,,
508,69,543,,,,,,,,,,,
391,163,566,,,,,,,,,,,
306,236,578,,,,,,,,,,,
296,230,594,,,,,,,,,,,
297,203,620,,,,,,,,,,,
305,170,645,,,,,,,,,,,
302,158,660,,,,,,,,,,,
298,149,673,,,,,,,,,,,
297,130,693,,,,,,,,,,,
315,110,695,,,,,,,,,,,
339,87,694,,,,,,,,,,,
360,63,697,,,,,,,,,,,
369,58,693,,,,,,,,,,,
357,59,704,,,,,,,,,,,
358,51,711,,,,,,,,,,,
358,56,706,,,,,,,,,,,
374,32,714,,,,,,,,,,,
407,12,701,,,,,,,,,,,
439,8,673,,,,,,,,,,,
478,6,636,,,,,,,,,,,
530,0,590,,,,,,,,,,,
560,0,560,,,,,,,,,,,
582,13,525,,,,,,,,,,,
529,65,526,,,,,,,,,,,
447,144,529,,,,,,,,,,,
366,203,551,,,,,,,,,,,
312,218,590,,,,,,,,,,,
296,228,596,,,,,,,,,,,
296,202,622,,,,,,,,,,,
296,189,635,,,,,,,,,,,
296,183,641,,,,,,,,,,,
296,166,658,,,,,,,,,,,
300,129,691,,,,,,,,,,,
306,106,708,,,,,,,,,,,
312,93,715,,,,,,,,,,,
317,83,720,,,,,,,,,,,
324,64,732,,,,,,,,,,,
345,47,728,,,,,,,,,,,
379,27,714,,,,,,,,,,,
388,32,700,,,,,,,,,,,
379,38,703,,,,,,,,,,,
375,41,704,,,,,,,,,,,
379,30,711,,,,,,,,,,,
381,31,708,,,,,,,,,,,
392,31,697,,,,,,,,,,,
427,17,676,,,,,,,,,,,
468,6,646,,,,,,,,,,,
490,7,623,,,,,,,,,,,
506,16,598,,,,,,,,,,,
527,16,577,,,,,,,,,,,
487,64,569,,,,,,,,,,,
451,100,569,,,,,,,,,,,
327,207,586,,,,,,,,,,,
299,212,609,,,,,,,,,,,
306,186,628,,,,,,,,,,,
305,167,648,,,,,,,,,,,
319,145,656,,,,,,,,,,,
329,130,661,,,,,,,,,,,
333,122,665,,,,,,,,,,,
329,113,678,,,,,,,,,,,
320,114,686,,,,,,,,,,,
310,103,707,,,,,,,,,,,
341,77,702,,,,,,,,,,,
356,56,708,,,,,,,,,,,
366,40,714,,,,,,,,,,,
390,30,700,,,,,,,,,,,
416,13,691,,,,,,,,,,,
413,34,673,,,,,,,,,,,
429,44,647,,,,,,,,,,,
441,46,633,,,,,,,,,,,
455,39,626,,,,,,,,,,,
440,44,636,,,,,,,,,,,
428,43,649,,,,,,,,,,,
370,88,662,,,,,,,,,,,
335,109,676,,,,,,,,,,,
331,100,689,,,,,,,,,,,
335,90,695,,,,,,,,,,,
336,75,709,,,,,,,,,,,
342,72,706,,,,,,,,,,,
345,58,717,,,,,,,,,,,
355,57,708,,,,,,,,,,,
361,57,702,,,,,,,,,,,
374,46,700,,,,,,,,,,,
412,21,687,,,,,,,,,,,
466,11,643,,,,,,,,,,,
492,8,620,,,,,,,,,,,
504,17,599,,,,,,,,,,,
516,18,586,,,,,,,,,,,
552,15,553,,,,,,,,,,,
517,51,552,,,,,,,,,,,
457,118,545,,,,,,,,,,,
374,177,569,,,,,,,,,,,
309,221,590,,,,,,,,,,,
301,216,603,,,,,,,,,,,
296,206,618,,,,,,,,,,,
296,195,629,,,,,,,,,,,
301,160,659,,,,,,,,,,,
308,153,659,,,,,,,,,,,
307,139,674,,,,,,,,,,,
322,115,683,,,,,,,,,,,
315,100,705,,,,,,,,,,,
324,75,721,,,,,,,,,,,
348,44,728,,,,,,,,,,,
354,37,729,,,,,,,,,,,
372,30,718,,,,,,,,,,,
378,30,712,,,,,,,,,,,
390,37,693,,,,,,,,,,,
396,37,687,,,,,,,,,,,
412,30,678,,,,,,,,,,,
433,18,669,,,,,,,,,,,
462,9,649,,,,,,,,,,,
496,4,620,,,,,,,,,,,
519,3,598,,,,,,,,,,,
530,10,580,,,,,,,,,,,
454,84,582,,,,,,,,,,,
373,148,599,,,,,,,,,,,
313,187,620,,,,,,,,,,,
297,182,641,,,,,,,,,,,
307,165,648,,,,,,,,,,,
308,154,658,,,,,,,,,,,
303,144,673,,,,,,,,,,,
328,114,678,,,,,,,,,,,
348,102,670,,,,,,,,,,,
345,94,681,,,,,,,,,,,
340,87,693,,,,,,,,,,,
324,97,699,,,,,,,,,,,
314,96,710,,,,,,,,,,,
314,82,724,,,,,,,,,,,
321,67,732,,,,,,,,,,,
334,52,734,,,,,,,,,,,
359,31,730,,,,,,,,,,,
